date,Corruption,Don't Know/Can't Say,Electricity Road Water,Epidemics such as Corona etc.,Familiy Income Poverty,Other Issues,Rising Prices,Terror Attacks,Unemployment
2023-05-08,5.55,8.0,3.1,1.09,5.95,24.47,24.06,0.65,27.13
2023-05-09,5.51,7.61,3.61,0.92,5.98,25.44,23.33,0.69,26.91
2023-05-10,5.56,7.77,3.51,0.69,6.31,25.66,22.97,0.7,26.83
2023-05-11,5.76,8.18,3.6,0.69,6.28,25.27,23.09,0.64,26.49
2023-05-12,5.81,7.47,3.55,0.65,6.45,25.69,23.09,0.68,26.61
2023-05-13,5.7,7.5,3.37,0.65,6.88,26.06,22.78,0.77,26.29
2023-05-14,5.71,7.42,3.37,0.68,6.85,26.1,22.8,0.77,26.3
2023-05-15,5.72,7.43,3.48,0.65,6.44,26.23,22.46,0.76,26.83
2023-05-16,5.9,6.97,3.38,0.57,5.89,27.39,22.03,0.69,27.18
2023-05-17,6.09,7.33,3.54,0.49,5.57,26.86,22.39,0.7,27.03
2023-05-18,6.31,7.23,3.35,0.54,5.18,26.03,23.07,0.79,27.5
2023-05-19,6.67,6.66,3.14,0.56,5.82,24.63,23.36,0.83,28.33
2023-05-20,6.08,6.78,3.21,0.47,6.14,23.97,24.0,0.89,28.46
2023-05-21,6.19,6.85,3.22,0.47,6.15,23.89,23.81,0.85,28.57
2023-05-22,6.63,7.03,3.16,0.47,6.44,24.19,22.93,0.77,28.38
2023-05-23,6.42,7.3,2.96,0.47,6.79,24.02,22.63,0.74,28.67
2023-05-24,6.24,7.04,3.14,0.46,7.07,24.45,22.29,0.78,28.53
2023-05-25,5.92,6.94,3.12,0.48,7.15,24.96,22.23,0.77,28.43
2023-05-26,5.8,7.07,2.88,0.5,7.5,25.79,21.48,0.75,28.23
2023-05-27,5.62,6.81,2.91,0.44,7.38,25.93,22.18,0.71,28.02
2023-05-28,5.71,6.8,2.87,0.43,7.39,25.84,22.33,0.71,27.92
2023-05-29,5.52,6.54,3.02,0.45,7.4,26.25,22.46,0.7,27.66
2023-05-30,5.45,6.24,3.02,0.42,7.59,26.33,22.58,0.55,27.82
2023-05-31,5.66,6.51,3.15,0.53,7.8,25.22,22.72,0.51,27.9
2023-06-01,5.74,6.38,3.65,0.46,7.42,25.26,22.17,0.39,28.53
2023-06-02,5.93,6.46,3.75,0.44,7.84,26.55,21.43,0.4,27.2
2023-06-03,5.99,6.38,3.72,0.4,8.1,26.46,21.45,0.42,27.08
2023-06-04,6.01,6.42,3.73,0.4,8.08,26.48,21.32,0.42,27.14
2023-06-05,5.98,6.41,3.73,0.41,8.1,26.44,21.4,0.41,27.12
2023-06-06,6.24,6.28,3.77,0.43,7.81,26.22,21.34,0.39,27.52
2023-06-07,6.89,6.76,3.32,0.35,7.57,27.66,20.72,0.47,26.26
2023-06-08,6.49,7.04,3.3,0.17,7.72,27.44,21.18,0.49,26.17
2023-06-09,6.73,7.47,3.32,0.15,7.41,27.02,21.15,0.55,26.2
2023-06-10,6.79,7.4,3.34,0.15,7.27,27.09,21.25,0.53,26.18
2023-06-11,6.76,7.4,3.33,0.16,7.27,27.08,21.25,0.55,26.2
2023-06-12,6.48,7.53,2.82,0.16,7.49,27.47,21.59,0.54,25.92
2023-06-13,6.44,7.56,2.86,0.15,7.6,27.5,21.61,0.5,25.78
2023-06-14,6.32,7.93,2.95,0.15,7.44,27.12,21.78,0.56,25.75
2023-06-15,6.13,7.43,3.11,0.13,7.1,28.49,21.25,0.59,25.77
2023-06-16,5.9,7.54,3.06,0.15,7.13,27.89,21.39,0.56,26.38
2023-06-17,5.74,7.43,2.99,0.18,7.29,28.08,21.48,0.56,26.25
2023-06-18,5.77,7.43,2.97,0.18,7.3,28.2,21.48,0.56,26.11
2023-06-19,5.83,7.61,2.97,0.18,7.36,28.45,21.55,0.6,25.45
2023-06-20,5.21,8.06,2.93,0.18,7.44,28.68,21.36,0.6,25.54
2023-06-21,5.31,7.81,2.85,0.16,7.52,28.3,21.6,0.54,25.91
2023-06-22,5.34,7.96,2.89,0.15,7.75,28.14,21.57,0.52,25.68
2023-06-23,5.46,7.86,2.87,0.15,7.81,27.99,21.62,0.5,25.74
2023-06-24,5.55,7.63,2.88,0.15,7.83,28.17,21.87,0.51,25.41
2023-06-25,5.5,7.76,2.87,0.15,7.82,28.17,21.89,0.51,25.33
2023-06-26,5.46,7.39,2.86,0.16,7.88,28.24,22.06,0.53,25.42
2023-06-27,5.72,7.31,2.98,0.17,7.45,28.22,22.38,0.53,25.24
2023-06-28,6.03,7.7,3.06,0.17,7.3,28.07,22.25,0.49,24.93
2023-06-29,6.0,7.65,3.04,0.17,7.32,28.31,22.07,0.49,24.95
2023-06-30,5.73,7.69,3.01,0.15,6.96,28.03,22.33,0.49,25.61
2023-07-01,5.7,7.88,2.9,0.18,6.87,27.38,22.99,0.52,25.58
2023-07-02,5.68,7.87,2.91,0.18,6.83,27.44,23.0,0.52,25.57
2023-07-03,5.52,7.81,3.37,0.21,6.78,27.34,23.18,0.55,25.24
2023-07-04,5.51,7.91,3.49,0.23,6.66,26.43,23.38,0.5,25.89
2023-07-05,5.33,7.79,3.63,0.26,6.93,26.07,23.07,0.52,26.4
2023-07-06,5.12,7.26,3.64,0.28,7.21,26.8,23.23,0.42,26.04
2023-07-07,5.14,6.93,3.48,0.31,7.11,26.01,24.18,0.37,26.47
2023-07-08,5.09,6.78,3.82,0.32,7.14,25.55,23.83,0.38,27.09
2023-07-09,5.15,6.78,3.82,0.32,7.11,25.53,23.9,0.38,27.01
2023-07-10,4.99,7.04,3.7,0.27,7.19,25.21,23.59,0.4,27.61
2023-07-11,5.04,7.03,3.67,0.3,7.26,25.27,23.42,0.4,27.61
2023-07-12,5.08,7.13,3.66,0.27,7.49,25.14,23.31,0.4,27.52
2023-07-13,5.25,7.4,3.74,0.22,7.37,24.49,23.4,0.38,27.75
2023-07-14,5.24,7.42,3.94,0.24,7.43,24.42,23.93,0.32,27.06
2023-07-15,5.49,7.1,4.07,0.22,7.44,23.78,24.43,0.34,27.13
2023-07-16,5.48,7.18,4.06,0.22,7.46,23.91,24.26,0.34,27.09
2023-07-17,5.3,7.14,3.97,0.22,7.21,23.83,24.88,0.34,27.11
2023-07-18,5.4,7.38,3.95,0.2,7.23,24.1,24.94,0.3,26.5
2023-07-19,5.51,7.59,3.83,0.22,7.07,23.46,25.54,0.41,26.37
2023-07-20,5.68,7.7,3.91,0.2,6.89,23.26,25.17,0.48,26.71
2023-07-21,5.7,7.78,3.87,0.16,7.0,23.61,25.23,0.49,26.16
2023-07-22,5.14,8.24,3.43,0.13,7.67,24.53,24.62,0.51,25.73
2023-07-23,5.19,8.27,3.5,0.13,7.65,24.46,24.63,0.51,25.66
2023-07-24,5.2,8.44,3.51,0.15,7.87,24.78,24.22,0.49,25.34
2023-07-25,5.1,8.45,3.68,0.14,7.89,25.43,24.09,0.48,24.74
2023-07-26,4.82,7.98,3.56,0.14,8.19,26.09,22.95,0.5,25.77
2023-07-27,4.83,8.09,3.29,0.15,8.19,26.46,22.81,0.5,25.68
2023-07-28,4.97,8.9,3.38,0.13,7.93,26.89,22.3,0.48,25.02
2023-07-29,4.95,8.85,3.39,0.13,7.92,26.91,22.37,0.48,25.0
2023-07-30,4.98,8.94,3.39,0.13,7.93,26.9,22.26,0.48,24.99
2023-07-31,4.92,9.06,3.36,0.12,7.64,27.15,22.4,0.47,24.88
2023-08-01,5.12,8.97,3.36,0.12,7.8,26.8,22.8,0.49,24.54
2023-08-02,5.06,8.89,3.22,0.14,7.79,26.66,23.65,0.51,24.08
2023-08-03,5.79,8.95,3.07,0.13,7.55,27.44,23.0,0.48,23.59
2023-08-04,5.7,9.06,2.78,0.1,7.78,28.05,21.99,0.57,23.97
2023-08-05,5.56,8.89,2.81,0.09,7.89,28.04,22.68,0.62,23.42
2023-08-06,5.55,8.96,2.82,0.09,7.91,28.07,22.64,0.62,23.34
2023-08-07,5.6,8.74,2.69,0.11,7.87,27.91,23.04,0.63,23.41
2023-08-08,5.34,8.65,2.4,0.09,7.74,27.82,23.57,0.68,23.71
2023-08-09,5.22,8.71,2.35,0.08,7.64,27.79,23.82,0.6,23.79
2023-08-10,5.2,8.54,2.44,0.1,7.64,27.94,23.46,0.63,24.05
2023-08-11,5.44,8.59,2.27,0.11,7.52,28.08,23.66,0.59,23.74
2023-08-12,5.21,8.92,2.31,0.11,7.39,28.07,23.42,0.58,23.99
2023-08-13,5.25,8.89,2.32,0.11,7.43,28.12,23.3,0.58,24.0
2023-08-14,5.33,9.27,2.82,0.16,7.22,28.27,21.87,0.58,24.48
2023-08-15,5.31,9.21,2.8,0.16,7.46,28.23,21.87,0.58,24.38
2023-08-16,5.4,9.68,2.78,0.13,7.2,27.94,21.66,0.65,24.56
2023-08-17,5.37,9.56,2.81,0.18,7.76,28.1,22.06,0.6,23.56
2023-08-18,4.82,9.43,2.81,0.19,7.37,28.6,22.38,0.53,23.87
2023-08-19,5.28,9.45,2.65,0.14,7.35,28.61,21.8,0.47,24.25
2023-08-20,5.3,9.67,2.6,0.14,7.36,28.62,21.72,0.48,24.11
2023-08-21,5.25,9.71,2.53,0.17,7.33,28.54,21.82,0.44,24.21
2023-08-22,5.29,9.92,2.69,0.18,7.44,28.05,21.81,0.49,24.13
2023-08-23,5.39,9.91,2.56,0.09,7.53,27.64,21.97,0.51,24.4
2023-08-24,5.59,9.46,2.6,0.14,7.34,27.42,22.89,0.49,24.07
2023-08-25,5.73,9.45,2.71,0.14,7.11,27.33,22.9,0.47,24.16
2023-08-26,5.98,9.2,2.42,0.13,7.14,26.73,22.8,0.51,25.09
2023-08-27,5.96,9.18,2.42,0.12,7.1,26.81,22.85,0.5,25.06
2023-08-28,5.84,8.97,2.47,0.15,6.92,26.91,23.78,0.6,24.36
2023-08-29,5.66,8.97,2.71,0.17,6.76,27.22,23.93,0.67,23.91
2023-08-30,5.59,8.8,2.71,0.17,6.79,27.15,24.68,0.66,23.45
2023-08-31,5.59,8.73,2.7,0.17,6.74,27.22,24.79,0.65,23.41
2023-09-01,5.83,8.81,2.87,0.21,6.5,26.6,24.83,0.66,23.69
2023-09-02,5.79,9.07,2.67,0.24,6.36,25.94,25.08,0.71,24.14
2023-09-03,5.78,9.03,2.67,0.29,6.47,25.94,25.01,0.7,24.11
2023-09-04,5.5,9.38,2.43,0.25,7.01,26.28,24.99,0.62,23.54
2023-09-05,5.93,9.12,2.42,0.25,7.41,24.9,24.62,0.53,24.82
2023-09-06,5.6,9.08,2.48,0.23,7.19,25.49,24.61,0.49,24.83
2023-09-07,5.61,8.97,2.47,0.24,7.2,25.49,24.67,0.49,24.86
2023-09-08,5.78,9.27,2.38,0.21,7.25,25.43,24.63,0.46,24.59
2023-09-09,5.8,9.26,2.39,0.21,7.24,25.38,24.57,0.46,24.69
2023-09-10,5.82,9.22,2.39,0.21,7.23,25.44,24.54,0.47,24.68
2023-09-11,5.62,9.29,2.8,0.17,7.05,24.99,24.42,0.55,25.11
2023-09-12,5.78,9.45,3.01,0.19,7.07,25.08,23.85,0.51,25.06
2023-09-13,5.95,9.69,3.05,0.21,7.2,24.8,23.39,0.48,25.23
2023-09-14,5.94,9.62,3.06,0.21,7.21,24.83,23.37,0.48,25.28
2023-09-15,5.93,9.65,3.05,0.21,7.21,24.87,23.34,0.48,25.26
2023-09-16,5.82,9.53,2.98,0.23,7.29,24.92,23.59,0.52,25.12
2023-09-17,5.88,9.5,2.98,0.23,7.28,24.87,23.57,0.52,25.17
2023-09-18,5.64,9.8,3.18,0.19,6.33,24.63,22.92,0.6,26.71
2023-09-19,5.31,10.77,3.54,0.19,6.13,25.01,22.23,1.05,25.77
2023-09-20,5.29,10.81,3.53,0.17,6.05,25.08,22.21,1.01,25.85
2023-09-21,4.78,10.11,3.08,0.17,6.69,26.39,21.0,0.66,27.12
2023-09-22,4.79,9.92,3.02,0.17,6.65,26.54,20.98,0.68,27.25
2023-09-23,4.86,10.02,2.97,0.17,6.73,26.51,20.94,0.7,27.1
2023-09-24,4.84,9.84,2.98,0.17,6.74,26.55,21.03,0.69,27.16
2023-09-25,4.9,9.85,2.97,0.16,6.63,26.67,21.09,0.66,27.07
2023-09-26,4.79,9.88,2.98,0.17,6.36,26.79,21.3,0.65,27.08
2023-09-27,4.98,9.89,2.98,0.17,6.17,26.33,21.71,0.66,27.11
2023-09-28,5.04,9.88,2.99,0.18,6.02,26.55,21.67,0.67,27.0
2023-09-29,4.85,9.94,3.25,0.19,6.19,26.09,21.93,0.6,26.96
2023-09-30,4.78,9.89,3.28,0.19,6.22,26.14,21.91,0.63,26.96
2023-10-01,4.81,9.89,3.27,0.19,6.23,26.11,21.85,0.6,27.05
2023-10-02,4.84,9.82,3.27,0.19,6.31,26.15,21.8,0.66,26.96
2023-10-03,4.85,9.92,3.36,0.21,6.14,26.23,21.67,0.65,26.97
2023-10-04,4.82,9.92,3.32,0.21,6.29,26.38,21.45,0.65,26.96
2023-10-05,4.77,9.93,3.36,0.2,6.22,26.24,21.65,0.62,27.01
2023-10-06,4.66,9.84,3.41,0.18,6.65,26.1,21.51,0.54,27.11
2023-10-07,4.83,9.9,3.37,0.19,6.58,26.04,21.04,0.58,27.47
2023-10-08,4.93,9.95,3.38,0.19,6.61,25.89,21.15,0.6,27.3
2023-10-09,4.85,9.92,3.33,0.2,6.62,26.31,20.57,0.58,27.62
2023-10-10,5.07,9.6,3.46,0.33,6.51,26.14,20.27,0.59,28.03
2023-10-11,5.08,9.73,3.5,0.33,6.58,25.88,20.24,0.59,28.07
2023-10-12,5.11,9.63,3.47,0.33,6.52,26.0,20.28,0.59,28.07
2023-10-13,5.14,9.63,3.47,0.33,6.55,25.98,20.24,0.59,28.07
2023-10-14,5.12,9.62,3.44,0.33,6.56,26.04,20.26,0.59,28.04
2023-10-15,5.11,9.69,3.45,0.33,6.56,26.01,20.29,0.58,27.98
2023-10-16,5.08,9.7,3.49,0.33,6.59,25.9,20.26,0.58,28.07
2023-10-17,5.07,9.62,3.47,0.33,6.52,26.05,20.33,0.6,28.01
2023-10-18,5.11,9.62,3.46,0.33,6.58,26.01,20.21,0.58,28.1
2023-10-19,5.13,9.7,3.46,0.33,6.56,25.98,20.25,0.59,28.0
2023-10-20,5.13,9.63,3.49,0.33,6.56,26.06,20.31,0.59,27.9
2023-10-21,5.16,9.07,3.5,0.29,6.68,25.49,19.92,0.61,29.28
2023-10-22,5.24,9.02,3.49,0.29,6.6,25.54,19.95,0.61,29.26
2023-10-23,5.18,8.96,3.51,0.29,6.58,25.8,19.9,0.61,29.17
2023-10-24,5.24,8.92,3.51,0.29,6.58,25.8,19.84,0.58,29.24
2023-10-25,5.19,9.0,3.53,0.29,6.61,25.53,19.98,0.58,29.29
2023-10-26,5.23,9.05,3.5,0.29,6.61,25.74,19.87,0.61,29.1
2023-10-27,5.23,9.07,3.51,0.29,6.64,25.51,19.9,0.61,29.24
2023-10-28,5.06,9.48,3.81,0.24,6.54,25.63,19.31,0.52,29.41
2023-10-29,5.09,9.48,3.8,0.24,6.48,25.55,19.28,0.52,29.56
2023-10-30,5.08,9.49,3.73,0.24,6.52,25.42,19.4,0.52,29.6
2023-10-31,4.95,8.85,3.65,0.19,6.23,27.5,18.95,0.66,29.02
2023-11-01,5.45,7.96,3.49,0.27,6.17,27.64,17.87,0.84,30.31
2023-11-02,5.35,7.98,3.54,0.2,5.7,26.47,18.72,0.73,31.31
2023-11-03,5.34,8.0,3.55,0.2,5.75,26.41,18.64,0.73,31.38
2023-11-04,5.34,8.08,3.52,0.2,5.71,26.41,18.71,0.73,31.3
2023-11-05,5.34,8.01,3.52,0.2,5.62,26.56,18.74,0.73,31.28
2023-11-06,5.41,7.94,3.52,0.19,5.73,26.6,18.72,0.73,31.16
2023-11-07,5.47,8.17,3.64,0.2,5.73,26.72,17.92,0.78,31.37
2023-11-08,5.32,8.27,3.49,0.17,5.73,26.33,18.73,0.74,31.22
2023-11-09,5.4,8.24,3.38,0.2,5.89,26.33,18.94,0.76,30.86
2023-11-10,5.61,8.25,3.37,0.21,5.98,26.61,18.9,0.75,30.32
2023-11-11,5.55,8.3,3.3,0.21,5.94,27.07,18.77,0.74,30.12
2023-11-12,5.44,8.4,3.4,0.21,5.88,27.12,18.58,0.78,30.19
2023-11-13,5.68,8.16,3.31,0.19,5.88,27.1,18.28,0.82,30.58
2023-11-14,5.02,8.26,3.37,0.21,6.53,27.36,18.12,0.76,30.37
2023-11-15,4.97,8.33,3.25,0.19,6.52,27.1,18.04,0.77,30.83
2023-11-16,5.12,8.06,3.32,0.17,6.5,27.02,18.16,0.84,30.81
2023-11-17,5.02,8.11,3.24,0.25,6.41,27.18,17.93,0.82,31.04
2023-11-18,5.02,8.34,3.22,0.21,6.36,27.06,17.97,0.77,31.05
2023-11-19,5.04,8.19,3.07,0.21,6.37,27.4,18.08,0.72,30.92
2023-11-20,5.07,8.34,3.13,0.21,6.46,27.07,18.01,0.73,30.98
2023-11-21,5.06,8.27,3.12,0.21,6.44,27.09,18.12,0.73,30.96
2023-11-22,5.07,8.24,3.13,0.21,6.46,27.07,18.08,0.72,31.02
2023-11-23,5.08,8.26,3.12,0.21,6.44,27.15,18.09,0.72,30.93
2023-11-24,5.05,8.25,3.14,0.21,6.41,27.22,18.04,0.73,30.95
2023-11-25,5.07,8.28,3.12,0.21,6.44,27.1,18.14,0.72,30.92
2023-11-26,5.08,8.24,3.12,0.21,6.46,27.06,18.15,0.73,30.95
2023-11-27,5.07,8.25,3.12,0.21,6.44,27.2,18.05,0.72,30.94
2023-11-28,5.07,8.31,3.13,0.21,6.41,27.18,18.05,0.72,30.92
2023-11-29,5.07,8.29,3.12,0.21,6.47,27.09,18.07,0.73,30.95
2023-11-30,5.06,8.25,3.12,0.21,6.44,27.13,18.08,0.72,30.99
2023-12-01,5.08,8.28,2.81,0.21,6.53,27.39,18.05,0.72,30.93
2023-12-02,5.02,8.23,2.82,0.21,6.53,27.25,18.46,0.72,30.76
2023-12-03,5.03,8.25,2.81,0.22,6.5,27.18,18.49,0.73,30.79
2023-12-04,4.97,8.4,2.79,0.22,6.54,26.75,18.56,0.7,31.07
2023-12-05,4.94,8.46,2.76,0.22,6.57,26.79,18.3,0.74,31.22
2023-12-06,4.91,8.49,2.76,0.23,6.7,26.88,18.2,0.73,31.1
2023-12-07,4.93,8.7,2.78,0.24,6.69,26.75,18.39,0.7,30.82
2023-12-08,4.92,8.75,2.79,0.25,6.61,26.58,18.7,0.7,30.7
2023-12-09,4.97,8.7,2.81,0.26,6.64,26.9,18.57,0.71,30.44
2023-12-10,5.04,8.88,3.1,0.25,6.61,26.49,18.79,0.67,30.17
2023-12-11,5.37,8.73,2.73,0.25,6.58,26.92,18.0,0.68,30.74
2023-12-12,4.84,8.53,2.93,0.26,5.98,27.7,17.1,0.71,31.95
2023-12-13,4.84,8.59,2.94,0.26,6.01,27.71,17.07,0.71,31.87
2023-12-14,4.85,8.49,2.98,0.26,6.0,27.75,17.0,0.71,31.96
2023-12-15,4.87,8.4,2.95,0.26,5.99,27.72,17.04,0.71,32.06
2023-12-16,4.83,8.41,2.92,0.24,6.04,27.89,17.09,0.71,31.87
2023-12-17,4.84,8.46,2.98,0.23,6.03,27.9,17.01,0.71,31.84
2023-12-18,4.78,8.54,3.42,0.13,6.39,26.55,17.76,0.77,31.66
2023-12-19,5.1,7.93,3.08,0.15,5.77,25.74,18.2,0.91,33.12
2023-12-20,5.19,7.92,3.02,0.17,5.78,25.95,18.16,0.91,32.9
2023-12-21,5.15,7.83,2.95,0.17,5.74,26.29,18.19,0.91,32.77
2023-12-22,5.08,7.28,2.94,0.17,5.84,26.48,18.39,0.91,32.91
2023-12-23,5.0,7.62,2.94,0.22,5.75,26.47,18.18,0.95,32.87
2023-12-24,5.01,7.1,2.93,0.22,5.8,26.53,18.36,0.95,33.1
2023-12-25,5.02,7.61,2.9,0.22,5.76,26.43,18.16,0.95,32.95
2023-12-26,4.99,7.08,2.92,0.31,5.7,26.39,18.68,0.95,32.98
2023-12-27,4.9,7.19,3.02,0.34,5.66,26.22,18.55,0.93,33.19
2023-12-28,4.81,7.15,2.85,0.4,5.86,26.07,18.11,0.9,33.85
2023-12-29,4.88,7.74,2.61,0.47,6.4,26.31,17.11,0.92,33.56
2023-12-30,4.85,7.65,2.66,0.46,6.38,26.27,17.17,0.92,33.64
2023-12-31,4.84,7.74,2.63,0.46,6.4,26.26,17.23,0.93,33.51
2024-01-01,4.84,7.69,2.63,0.47,6.4,26.24,17.25,0.93,33.55
2024-01-02,5.16,8.59,3.13,0.39,6.48,26.73,17.06,0.88,31.58
2024-01-03,4.99,8.99,3.23,0.35,6.06,28.2,16.01,0.73,31.44
2024-01-04,4.69,8.71,3.21,0.3,6.01,28.81,16.29,0.7,31.28
2024-01-05,4.77,8.95,3.19,0.3,5.97,28.49,16.16,0.72,31.45
2024-01-06,4.75,9.0,3.21,0.3,5.95,28.53,16.04,0.71,31.51
2024-01-07,4.74,8.93,3.24,0.3,5.97,28.47,16.06,0.7,31.59
2024-01-08,4.75,8.97,3.19,0.3,5.99,28.63,16.1,0.71,31.36
2024-01-09,5.0,8.85,3.38,0.34,6.43,28.31,16.27,0.67,30.75
2024-01-10,4.46,7.86,3.28,0.37,6.26,29.28,16.36,0.6,31.53
2024-01-11,5.05,8.3,3.15,0.35,6.28,28.72,16.82,0.7,30.63
2024-01-12,5.17,8.69,3.28,0.36,5.33,30.68,15.79,0.62,30.08
2024-01-13,5.44,8.42,3.26,0.26,5.22,30.56,15.18,0.62,31.04
2024-01-14,5.45,8.51,3.19,0.26,5.24,30.51,15.17,0.62,31.05
2024-01-15,5.44,8.44,3.18,0.26,5.2,30.57,15.24,0.65,31.02
2024-01-16,5.41,8.46,3.14,0.25,5.2,30.46,15.4,0.63,31.05
2024-01-17,5.28,8.95,3.21,0.19,5.56,30.75,13.88,0.64,31.54
2024-01-18,5.56,9.31,3.11,0.21,5.83,31.5,13.34,0.64,30.5
2024-01-19,5.22,10.03,3.32,0.08,6.08,29.26,13.65,0.59,31.77
2024-01-20,5.45,9.98,3.42,0.12,7.16,30.14,12.99,0.62,30.12
2024-01-21,5.48,9.89,3.46,0.12,7.16,30.02,12.97,0.62,30.28
2024-01-22,4.96,10.13,3.72,0.1,7.22,30.97,12.7,0.55,29.65
2024-01-23,4.92,10.13,3.73,0.1,7.25,31.03,12.66,0.56,29.62
2024-01-24,5.17,10.51,3.61,0.13,7.01,30.88,13.26,0.57,28.86
2024-01-25,5.24,11.11,3.76,0.14,6.27,31.09,13.51,0.5,28.38
2024-01-26,5.25,11.07,3.8,0.14,6.28,31.16,13.59,0.49,28.22
2024-01-27,5.18,11.05,4.01,0.09,6.38,30.32,13.97,0.48,28.52
2024-01-28,5.21,11.58,3.94,0.05,6.03,30.03,13.57,0.47,29.12
2024-01-29,5.25,11.52,3.96,0.05,6.03,30.07,13.59,0.47,29.06
2024-01-30,4.71,11.33,3.94,0.07,6.25,29.44,14.38,0.36,29.52
2024-01-31,4.37,11.79,3.46,0.09,6.24,29.16,14.8,0.38,29.71
2024-02-01,4.0,11.7,3.71,0.12,6.0,28.27,15.0,0.47,30.73
2024-02-02,3.98,11.62,3.84,0.13,6.3,27.15,15.82,0.51,30.65
2024-02-03,3.92,11.24,3.91,0.09,6.35,26.62,15.64,0.57,31.66
2024-02-04,3.94,11.19,3.92,0.09,6.29,26.55,15.76,0.57,31.69
2024-02-05,3.9,11.24,3.87,0.09,6.35,26.53,15.79,0.59,31.64
2024-02-06,3.65,11.63,4.14,0.07,6.3,26.61,15.19,0.46,31.95
2024-02-07,4.2,11.32,3.95,0.04,6.37,26.29,15.54,0.54,31.75
2024-02-08,4.17,11.27,4.01,0.06,5.9,26.13,15.21,0.55,32.7
2024-02-09,4.02,11.37,4.06,0.04,5.9,26.19,14.58,0.55,33.29
2024-02-10,4.03,11.42,4.03,0.04,5.85,26.69,14.69,0.53,32.72
2024-02-11,4.0,11.34,3.99,0.04,5.85,26.73,14.63,0.53,32.89
2024-02-12,4.03,11.44,4.02,0.04,5.83,26.7,14.67,0.52,32.75
2024-02-13,4.02,11.38,4.03,0.04,5.84,26.75,14.69,0.53,32.72
2024-02-14,4.03,11.33,4.05,0.04,5.86,26.73,14.74,0.53,32.69
2024-02-15,4.0,11.66,4.0,0.04,5.86,26.95,15.15,0.52,31.82
2024-02-16,4.21,12.68,3.61,0.09,7.24,27.25,14.63,0.53,29.76
2024-02-17,3.62,11.9,3.66,0.12,6.84,27.91,15.38,0.56,30.01
2024-02-18,3.6,11.93,3.6,0.12,6.8,27.92,15.38,0.57,30.08
2024-02-19,3.42,12.19,3.73,0.1,6.69,28.5,14.93,0.52,29.92
2024-02-20,3.38,12.46,3.14,0.09,6.91,28.3,15.41,0.73,29.58
2024-02-21,3.46,11.7,3.38,0.08,7.7,28.45,15.47,0.67,29.09
2024-02-22,3.73,10.93,3.34,0.17,7.36,27.38,16.57,0.67,29.85
2024-02-23,3.92,10.38,3.76,0.15,7.4,27.45,16.2,0.4,30.34
2024-02-24,3.77,10.61,3.96,0.14,6.68,27.43,15.69,0.39,31.33
2024-02-25,3.72,10.48,3.94,0.14,6.66,27.42,15.91,0.39,31.34
2024-02-26,3.86,11.04,3.85,0.14,6.43,27.32,15.88,0.18,31.3
2024-02-27,4.44,10.78,3.65,0.1,7.13,26.48,15.26,0.23,31.93
2024-02-28,4.51,9.58,3.63,0.15,6.93,28.06,14.7,0.31,32.13
2024-02-29,4.61,9.06,3.55,0.12,7.22,29.41,14.06,0.27,31.7
2024-03-01,4.54,9.47,3.79,0.13,6.4,29.53,14.17,0.35,31.62
2024-03-02,4.55,9.78,3.7,0.09,6.36,29.36,14.18,0.34,31.64
2024-03-03,4.58,9.72,3.71,0.09,6.32,29.44,14.15,0.34,31.65
2024-03-04,4.63,10.55,3.9,0.09,6.95,28.51,14.17,0.37,30.83
2024-03-05,4.85,10.58,3.92,0.07,7.02,27.88,14.92,0.41,30.35
2024-03-06,4.76,10.5,3.78,0.16,7.29,27.69,15.1,0.36,30.36
2024-03-07,4.59,10.52,3.75,0.17,7.4,28.04,16.13,0.36,29.04
2024-03-08,4.69,10.58,3.84,0.18,7.19,27.81,16.07,0.38,29.26
2024-03-09,4.72,10.6,3.76,0.17,7.21,27.86,16.11,0.38,29.19
2024-03-10,4.72,10.53,3.79,0.18,7.13,27.96,16.11,0.38,29.2
2024-03-11,4.67,10.75,3.82,0.18,7.26,27.85,16.02,0.38,29.07
2024-03-12,4.81,10.27,3.89,0.18,6.97,27.61,15.99,0.38,29.9
2024-03-13,5.05,10.18,3.27,0.19,6.48,28.36,15.91,0.38,30.18
2024-03-14,5.21,10.29,3.31,0.17,6.43,27.65,16.24,0.32,30.38
2024-03-15,4.76,10.19,3.48,0.17,6.83,28.83,15.23,0.28,30.23
2024-03-16,4.57,10.87,3.6,0.17,7.3,29.49,14.27,0.26,29.47
2024-03-17,4.59,10.86,3.61,0.17,7.23,29.51,14.27,0.26,29.5
2024-03-18,4.73,11.54,3.75,0.06,7.37,29.12,13.51,0.32,29.6
2024-03-19,5.1,11.3,3.95,0.06,7.44,28.24,14.34,0.3,29.27
2024-03-20,5.08,11.36,3.9,0.06,7.39,28.33,14.28,0.29,29.31
2024-03-21,4.85,11.4,4.24,0.05,7.35,26.84,15.07,0.34,29.86
2024-03-22,4.96,11.78,4.54,0.05,6.67,26.37,14.59,0.24,30.8
2024-03-23,5.1,11.01,4.27,0.11,6.24,26.51,15.65,0.27,30.84
2024-03-24,5.08,11.07,4.25,0.11,6.25,26.53,15.67,0.27,30.77
2024-03-25,5.09,11.11,4.28,0.11,6.23,26.43,15.63,0.26,30.86
