date,Income & expenditure both are same,Income increased and the expenditure went down or remained the same,Income increased but the expenditure went up as well,Income remained the same while expenditure went up,Income went down while the expenditure went up,"Income went down, expenditure remained the same",Others/Don't Know/Can't Say
2025-03-27,7.09,2.15,11.15,37.72,34.61,4.19,3.09
2025-03-28,7.09,2.14,11.19,37.72,34.56,4.23,3.07
2025-03-29,7.1,2.13,11.19,37.68,34.58,4.24,3.08
2025-03-30,7.09,2.14,11.16,37.68,34.64,4.2,3.09
2025-03-31,7.09,2.15,11.17,37.75,34.57,4.19,3.08
2025-04-01,7.12,1.78,12.01,36.31,35.27,4.19,3.32
2025-04-02,7.01,1.86,11.96,36.25,35.16,4.44,3.32
2025-04-03,7.41,2.05,12.58,35.09,35.83,3.49,3.55
2025-04-04,7.38,2.34,11.9,36.35,35.15,3.41,3.47
2025-04-05,7.23,2.36,13.01,34.78,35.68,3.4,3.54
2025-04-06,7.25,2.35,13.01,34.75,35.7,3.41,3.53
2025-04-07,6.98,2.29,12.88,35.05,35.53,3.45,3.82
2025-04-08,6.94,2.25,12.4,35.1,36.17,3.76,3.38
2025-04-09,6.9,2.16,12.23,34.86,36.66,3.94,3.25
2025-04-10,6.79,2.12,12.53,35.21,36.36,3.85,3.14
2025-04-11,6.85,2.09,12.9,35.66,35.49,3.9,3.11
2025-04-12,6.86,2.03,12.82,34.69,36.57,3.87,3.16
2025-04-13,6.87,2.03,12.84,34.66,36.62,3.83,3.15
2025-04-14,6.62,1.78,13.28,35.71,35.7,3.78,3.13
2025-04-15,6.54,1.87,12.3,34.83,36.95,4.31,3.2
2025-04-16,6.19,1.99,11.66,35.26,37.47,4.11,3.32
2025-04-17,6.15,1.9,11.7,35.31,37.48,3.99,3.47
2025-04-18,6.38,2.2,11.21,35.03,37.84,3.77,3.57
2025-04-19,6.19,2.19,11.19,35.45,37.66,3.75,3.57
2025-04-20,6.2,2.22,11.29,35.42,37.57,3.73,3.57
2025-04-21,6.39,2.08,11.56,35.77,36.99,3.71,3.5
2025-04-22,6.87,2.14,11.75,34.99,37.33,3.61,3.31
2025-04-23,6.4,2.13,11.79,35.49,36.99,3.93,3.27
2025-04-24,6.62,2.24,11.52,34.86,35.73,4.06,4.97
2025-04-25,6.84,2.25,11.33,35.4,36.88,4.24,3.06
2025-04-26,6.69,2.56,11.72,35.47,36.07,4.28,3.21
2025-04-27,6.69,2.59,11.41,35.6,36.19,4.3,3.22
2025-04-28,6.96,2.55,11.85,35.62,35.48,4.25,3.29
2025-04-29,7.01,2.49,11.55,35.44,35.88,4.05,3.58
2025-04-30,7.17,2.12,11.6,35.55,36.21,3.85,3.5
2025-05-01,7.14,1.94,11.62,35.3,36.51,3.92,3.57
2025-05-02,7.28,1.95,11.54,35.2,36.61,3.9,3.52
2025-05-03,7.22,1.96,11.57,35.16,36.66,3.91,3.52
2025-05-04,7.27,1.97,11.54,35.24,36.5,3.93,3.55
2025-05-05,7.36,1.92,11.24,35.88,36.31,3.74,3.55
2025-05-06,7.63,2.21,11.76,36.01,35.24,3.7,3.45
2025-05-07,7.32,2.15,11.81,36.28,35.23,3.83,3.38
2025-05-08,7.32,2.2,12.09,35.86,35.29,3.86,3.38
2025-05-09,7.39,2.27,12.01,35.93,35.14,3.89,3.37
2025-05-10,7.27,2.33,12.06,35.71,35.3,4.01,3.32
2025-05-11,7.24,2.32,12.02,35.8,35.23,4.05,3.34
2025-05-12,7.17,2.27,12.02,35.85,35.42,3.99,3.28
2025-05-13,7.29,2.35,12.24,35.77,35.05,4.11,3.19
2025-05-14,7.31,2.6,11.89,35.75,34.92,4.16,3.37
2025-05-15,7.27,2.81,12.2,35.88,34.21,4.25,3.38
2025-05-16,7.3,2.69,12.57,35.66,33.99,4.42,3.37
2025-05-17,6.82,2.53,12.37,36.37,34.06,4.31,3.54
2025-05-18,6.87,2.53,12.34,36.37,34.06,4.31,3.52
2025-05-19,7.08,2.33,12.13,36.58,34.16,4.23,3.49
2025-05-20,7.09,2.39,12.01,36.66,34.32,4.11,3.42
2025-05-21,6.86,2.6,11.49,36.8,34.67,4.11,3.47
2025-05-22,6.96,2.81,11.64,36.97,34.02,4.17,3.43
2025-05-23,7.03,2.84,11.7,36.61,34.38,3.98,3.46
2025-05-24,7.22,2.61,11.95,36.04,34.64,4.07,3.47
2025-05-25,7.24,2.61,11.93,36.1,34.6,4.06,3.46
2025-05-26,6.96,2.91,12.64,35.85,34.37,3.75,3.52
2025-05-27,6.84,2.62,12.96,35.33,35.33,3.51,3.41
2025-05-28,6.8,2.5,13.83,35.11,35.24,3.13,3.39
2025-05-29,6.47,2.72,13.82,35.59,35.27,2.8,3.33
2025-05-30,6.4,2.79,14.17,35.35,34.83,3.29,3.17
2025-05-31,6.47,2.33,14.83,35.84,34.14,3.39,3.0
2025-06-01,6.43,2.33,14.84,35.88,34.11,3.38,3.03
2025-06-02,6.36,2.19,14.46,36.26,34.27,3.43,3.03
2025-06-03,5.85,2.09,14.2,36.89,34.6,3.29,3.08
2025-06-04,6.03,2.28,13.09,37.02,35.12,3.42,3.04
2025-06-05,6.47,2.29,13.3,36.58,34.87,3.25,3.24
2025-06-06,6.31,2.31,13.31,36.72,35.2,2.94,3.21
2025-06-07,6.34,2.28,13.27,36.74,35.19,2.96,3.22
2025-06-08,6.33,2.29,13.28,36.76,35.14,2.96,3.24
2025-06-09,6.31,2.56,13.98,35.88,35.15,3.05,3.07
2025-06-10,6.65,2.52,13.96,36.0,34.76,2.92,3.19
2025-06-11,6.76,2.58,14.29,36.03,34.12,3.14,3.08
2025-06-12,7.14,2.55,14.22,35.25,34.47,3.25,3.12
2025-06-13,7.51,2.29,14.52,34.92,34.26,3.32,3.18
2025-06-14,7.47,2.35,13.8,34.98,34.48,3.63,3.29
2025-06-15,7.49,2.36,13.78,34.95,34.48,3.63,3.31
2025-06-16,7.33,2.45,13.86,35.0,34.3,3.69,3.37
2025-06-17,7.12,2.35,13.61,35.42,34.07,3.99,3.44
2025-06-18,6.9,2.19,13.59,35.36,34.52,3.96,3.48
2025-06-19,6.73,2.13,12.35,36.13,35.0,4.1,3.56
2025-06-20,6.58,1.95,12.22,36.35,35.17,4.13,3.6
2025-06-21,6.84,1.95,12.6,36.32,34.59,4.0,3.7
2025-06-22,6.87,1.95,12.31,36.43,34.74,4.0,3.7
2025-06-23,6.79,1.93,12.32,36.58,34.88,3.79,3.71
2025-06-24,6.91,1.88,12.53,36.18,34.82,4.0,3.68
2025-06-25,6.92,1.89,12.23,36.16,34.53,4.01,4.26
2025-06-26,6.82,1.99,12.21,36.68,33.74,4.08,4.48
2025-06-27,6.45,1.84,12.94,35.97,34.03,4.4,4.37
2025-06-28,6.55,1.95,12.83,36.3,33.52,4.37,4.48
2025-06-29,6.55,1.95,12.85,36.37,33.42,4.38,4.48
2025-06-30,6.38,2.03,13.18,36.39,33.44,4.34,4.24
2025-07-01,6.36,2.09,12.86,36.88,33.23,4.3,4.28
2025-07-02,6.37,2.17,12.97,37.24,33.57,3.94,3.74
2025-07-03,6.6,2.18,12.24,36.46,34.85,3.97,3.7
2025-07-04,6.72,2.21,12.09,35.82,35.83,3.79,3.54
2025-07-05,6.63,2.27,11.65,35.86,36.22,3.65,3.72
2025-07-06,6.72,2.28,11.65,35.9,36.06,3.67,3.72
2025-07-07,7.19,2.22,11.92,35.93,35.58,3.11,4.05
2025-07-08,7.12,2.11,11.71,35.78,36.09,3.06,4.13
2025-07-09,7.12,2.13,11.72,35.68,36.13,3.1,4.12
2025-07-10,6.81,1.93,11.9,35.79,36.36,3.05,4.16
2025-07-11,6.87,1.92,11.61,35.87,36.52,3.19,4.02
2025-07-12,6.76,1.92,12.06,34.83,36.9,3.17,4.36
2025-07-13,6.8,1.91,12.07,34.8,36.9,3.15,4.37
2025-07-14,6.43,2.02,12.63,34.77,36.44,3.41,4.3
2025-07-15,6.29,2.01,13.17,33.4,37.18,3.53,4.42
2025-07-16,6.46,2.21,13.01,34.18,37.09,3.31,3.74
2025-07-17,6.66,2.31,12.9,33.45,37.97,2.96,3.75
2025-07-18,6.85,2.21,12.68,34.26,37.31,2.89,3.8
2025-07-19,6.84,2.21,12.77,34.2,37.24,2.94,3.8
2025-07-20,6.81,2.22,12.73,34.28,37.33,2.83,3.8
2025-07-21,6.75,2.12,12.39,33.79,38.27,3.1,3.58
2025-07-22,6.82,2.14,12.26,33.84,38.38,3.0,3.56
2025-07-23,7.34,2.05,12.19,33.49,38.41,2.98,3.54
2025-07-24,7.4,2.08,12.43,33.46,38.15,2.98,3.5
2025-07-25,7.53,2.15,12.35,33.6,37.99,2.96,3.42
2025-07-26,7.33,2.18,12.72,33.54,37.66,3.06,3.51
2025-07-27,7.35,2.17,12.75,33.51,37.64,3.07,3.51
2025-07-28,7.2,2.18,12.6,33.41,37.9,3.27,3.44
2025-07-29,7.32,2.21,12.96,33.56,37.2,3.23,3.52
2025-07-30,7.51,2.39,12.4,33.39,37.84,2.99,3.48
2025-07-31,8.04,2.43,12.76,33.28,36.95,3.1,3.44
2025-08-01,7.52,2.37,13.01,33.9,36.83,3.07,3.3
2025-08-02,7.66,2.47,12.94,33.09,37.32,3.2,3.32
2025-08-03,7.65,2.48,12.95,33.03,37.36,3.19,3.34
2025-08-04,6.59,2.4,12.49,33.59,38.43,3.46,3.04
2025-08-05,6.09,2.45,13.49,33.66,37.74,3.53,3.04
2025-08-06,6.28,2.57,13.63,33.57,37.23,3.6,3.12
2025-08-07,6.33,2.53,13.59,33.71,37.13,3.56,3.15
2025-08-08,6.26,2.53,13.61,33.66,37.14,3.55,3.25
2025-08-09,6.28,2.55,13.56,33.69,37.13,3.54,3.25
2025-08-10,6.27,2.53,13.58,33.66,37.15,3.55,3.26
2025-08-11,6.19,2.58,13.71,34.09,36.46,3.77,3.2
2025-08-12,5.98,2.54,13.51,33.08,38.19,3.48,3.22
2025-08-13,6.34,2.99,13.14,32.52,38.04,3.47,3.5
2025-08-14,6.03,2.95,13.02,32.88,37.68,3.56,3.88
2025-08-15,6.0,2.95,12.57,32.93,38.1,3.55,3.9
2025-08-16,6.01,2.95,12.58,32.92,38.09,3.54,3.91
2025-08-17,6.0,2.95,12.94,32.91,37.78,3.54,3.88
2025-08-18,6.0,2.96,12.82,32.88,37.91,3.54,3.89
2025-08-19,6.03,2.94,12.75,32.86,37.94,3.58,3.9
2025-08-20,6.0,2.95,12.54,32.92,38.12,3.56,3.91
2025-08-21,6.06,2.3,12.35,33.6,38.14,3.6,3.95
2025-08-22,6.28,2.16,12.62,33.83,37.84,3.69,3.58
2025-08-23,7.97,2.0,12.09,34.52,36.0,3.73,3.69
2025-08-24,7.97,1.98,12.12,34.48,35.99,3.75,3.71
2025-08-25,7.98,2.08,12.49,34.44,35.7,3.57,3.74
2025-08-26,8.12,1.96,13.01,34.21,35.72,3.21,3.77
2025-08-27,8.19,1.78,13.27,33.91,35.78,3.38,3.69
2025-08-28,8.79,1.67,14.02,33.72,34.66,3.14,4.0
2025-08-29,7.19,1.62,13.99,33.56,36.88,3.26,3.5
2025-08-30,7.23,1.65,13.25,34.08,36.76,3.57,3.46
2025-08-31,7.24,1.65,13.26,34.01,36.84,3.53,3.47
2025-09-01,6.94,1.87,13.95,32.8,37.45,3.54,3.45
2025-09-02,7.19,2.33,13.57,33.44,36.15,3.92,3.4
2025-09-03,7.36,2.54,13.17,32.98,36.76,3.73,3.46
2025-09-04,7.18,2.72,13.13,32.56,37.22,3.54,3.65
2025-09-05,6.85,2.46,12.99,33.27,37.45,3.52,3.46
2025-09-06,6.55,2.49,12.76,34.17,36.8,3.65,3.58
2025-09-07,6.56,2.5,12.78,34.06,36.87,3.64,3.59
2025-09-08,6.55,2.34,12.49,35.13,36.42,3.62,3.45
2025-09-09,7.12,2.63,12.03,34.84,36.41,3.57,3.4
2025-09-10,7.73,2.35,11.92,34.27,36.63,3.55,3.55
2025-09-11,8.81,2.03,11.39,34.63,35.84,3.67,3.63
2025-09-12,8.62,2.3,11.19,34.54,36.15,3.53,3.67
2025-09-13,8.16,2.5,11.47,33.56,37.3,3.39,3.62
2025-09-14,8.15,2.49,11.38,33.71,37.27,3.39,3.61
2025-09-15,7.84,2.39,11.76,33.43,37.62,3.32,3.64
2025-09-16,8.01,2.33,11.52,32.87,37.56,3.83,3.88
2025-09-17,7.74,2.28,11.46,32.62,38.53,3.59,3.78
2025-09-18,7.32,2.13,11.75,33.48,38.05,3.59,3.68
2025-09-19,7.44,2.0,11.71,33.4,38.03,3.78,3.64
2025-09-20,7.27,2.01,11.69,33.71,37.96,3.65,3.71
2025-09-21,7.11,2.03,11.73,33.72,38.02,3.66,3.73
2025-09-22,7.68,1.86,11.9,34.25,36.95,3.65,3.71
2025-09-23,7.4,1.7,11.87,34.75,36.64,3.91,3.73
2025-09-24,7.6,1.65,11.7,35.23,36.44,3.63,3.75
2025-09-25,7.58,1.75,11.95,34.16,36.84,3.96,3.76
2025-09-26,7.73,1.87,11.8,34.02,36.79,4.06,3.73
2025-09-27,7.66,1.88,12.28,33.3,37.14,3.9,3.84
2025-09-28,7.61,1.87,12.26,33.4,37.11,3.92,3.83
2025-09-29,7.61,1.95,12.36,32.96,37.31,4.07,3.74
2025-09-30,7.38,2.12,12.52,32.02,37.94,4.24,3.78
2025-10-01,7.36,1.99,12.83,31.97,37.94,4.18,3.73
2025-10-02,7.37,1.99,12.74,32.09,37.89,4.18,3.74
2025-10-03,7.24,1.93,12.93,31.79,37.71,4.32,4.08
2025-10-04,7.37,1.72,13.48,31.14,38.0,4.15,4.14
2025-10-05,7.36,1.74,13.51,31.2,37.89,4.16,4.14
2025-10-06,7.45,1.82,13.31,31.73,37.26,4.21,4.22
2025-10-07,7.59,1.92,13.44,31.82,37.03,4.02,4.18
2025-10-08,7.64,1.88,13.68,31.9,36.47,4.1,4.33
2025-10-09,7.72,2.12,13.53,31.93,36.8,3.99,3.91
2025-10-10,7.89,2.24,13.78,31.16,36.97,4.08,3.88
2025-10-11,7.37,2.92,13.63,30.77,37.49,4.12,3.7
2025-10-12,7.32,2.91,13.64,30.85,37.43,4.18,3.67
2025-10-13,7.13,3.13,13.54,31.67,37.33,3.44,3.76
2025-10-14,7.11,2.84,13.04,31.28,38.89,3.51,3.33
2025-10-15,6.86,2.71,13.14,31.08,38.83,3.91,3.47
2025-10-16,6.85,2.56,12.91,31.58,38.35,4.22,3.53
2025-10-17,6.76,2.27,12.73,31.76,38.35,4.45,3.68
2025-10-18,6.58,2.52,13.12,31.73,38.05,4.41,3.59
2025-10-19,6.61,2.52,13.08,31.67,38.14,4.41,3.57
2025-10-20,6.65,2.53,12.91,31.67,38.27,4.39,3.58
2025-10-21,6.62,2.51,13.1,31.59,38.22,4.36,3.6
2025-10-22,6.6,2.53,12.95,31.66,38.31,4.38,3.57
2025-10-23,6.6,2.53,13.01,31.62,38.3,4.36,3.58
2025-10-24,6.74,2.61,13.63,31.86,37.3,4.38,3.48
2025-10-25,6.82,2.63,13.47,31.59,37.85,4.34,3.3
2025-10-26,6.86,2.66,13.72,31.51,37.62,4.34,3.29
2025-10-27,6.68,2.97,13.19,31.54,38.24,4.2,3.18
2025-10-28,6.79,2.91,13.47,31.04,38.55,3.89,3.35
2025-10-29,7.1,2.88,13.66,31.37,37.79,3.85,3.35
2025-10-30,7.34,2.97,13.51,31.4,37.95,3.38,3.45
2025-10-31,7.04,3.41,13.03,31.5,37.78,3.86,3.38
2025-11-01,7.06,3.46,12.95,31.77,37.58,3.78,3.4
2025-11-02,7.05,3.46,12.91,31.78,37.63,3.78,3.39
2025-11-03,7.07,3.37,12.72,31.08,37.78,4.69,3.29
2025-11-04,7.0,3.47,12.94,31.07,37.67,4.5,3.35
2025-11-05,6.99,3.48,12.95,31.13,37.7,4.49,3.26
2025-11-06,6.75,3.39,13.42,31.48,37.51,4.23,3.22
2025-11-07,6.9,2.52,13.9,31.65,37.8,4.04,3.19
2025-11-08,7.28,2.39,13.81,32.62,37.14,3.5,3.26
2025-11-09,7.33,2.39,13.87,32.6,37.09,3.5,3.22
2025-11-10,7.27,2.34,13.9,32.45,37.23,3.57,3.24
2025-11-11,7.65,2.31,14.13,31.76,37.27,3.62,3.26
2025-11-12,7.5,2.32,14.21,31.74,37.29,3.68,3.26
2025-11-13,7.63,2.26,14.0,31.99,36.94,3.81,3.37
2025-11-14,7.72,2.18,13.83,32.16,36.67,4.03,3.41
2025-11-15,7.12,2.43,13.71,33.09,36.44,3.92,3.29
2025-11-16,7.15,2.43,13.67,33.0,36.53,3.94,3.28
2025-11-17,7.33,2.46,13.46,31.72,37.69,4.33,3.01
2025-11-18,6.92,2.58,12.81,32.33,38.66,3.84,2.86
2025-11-19,6.96,2.56,12.59,31.52,40.34,3.43,2.6
2025-11-20,7.77,2.57,12.73,30.33,39.64,3.42,3.54
2025-11-21,7.17,2.63,12.67,31.35,39.43,3.48,3.27
2025-11-22,6.88,2.62,12.94,32.37,37.67,4.09,3.43
2025-11-23,6.89,2.62,12.98,32.44,37.56,4.08,3.43
2025-11-24,6.79,2.43,13.49,32.02,38.37,3.74,3.16
2025-11-25,6.56,2.92,12.65,32.41,37.93,4.77,2.76
2025-11-26,6.77,2.72,12.13,33.27,37.82,4.54,2.75
2025-11-27,6.56,2.42,11.64,33.78,38.27,4.48,2.85
2025-11-28,6.86,2.5,12.03,34.6,36.86,4.2,2.95
2025-11-29,7.27,2.43,12.45,34.65,36.34,3.77,3.09
2025-11-30,7.25,2.45,12.41,34.47,36.57,3.76,3.09
2025-12-01,7.78,2.42,12.39,32.71,37.76,3.82,3.12
2025-12-02,7.22,2.65,12.51,31.9,38.81,3.43,3.48
2025-12-03,7.58,2.98,11.66,33.52,37.3,3.46,3.5
2025-12-04,7.13,3.14,11.75,33.98,36.54,4.0,3.46
2025-12-05,7.31,3.12,11.94,34.48,35.53,4.06,3.56
2025-12-06,7.65,3.17,11.88,34.89,35.2,3.76,3.45
2025-12-07,7.63,3.16,11.88,34.86,35.25,3.78,3.44
2025-12-08,7.5,3.13,12.25,35.0,34.77,3.83,3.52
2025-12-09,8.01,3.07,12.35,35.02,34.25,3.9,3.4
2025-12-10,8.1,3.04,12.62,35.56,33.93,3.62,3.13
2025-12-11,8.13,2.95,12.59,35.13,34.26,3.83,3.11
2025-12-12,8.02,2.94,12.67,35.31,34.12,3.83,3.11
2025-12-13,8.14,3.06,12.38,35.57,34.09,3.73,3.03
2025-12-14,8.15,3.06,12.4,35.53,34.09,3.73,3.04
2025-12-15,8.1,3.08,12.32,35.51,34.12,3.9,2.97
2025-12-16,8.1,3.07,12.38,35.35,34.19,3.94,2.97
2025-12-17,8.03,3.07,12.27,35.45,34.18,4.01,2.99
2025-12-18,8.01,3.07,12.19,35.54,34.17,4.0,3.02
2025-12-19,8.01,3.06,12.32,35.53,34.1,3.96,3.02
2025-12-20,7.99,3.06,12.27,35.64,34.13,4.02,2.89
2025-12-21,8.0,3.06,12.36,35.61,34.08,4.0,2.89
2025-12-22,7.99,3.05,12.25,35.72,34.07,4.02,2.9
2025-12-23,7.95,3.0,12.33,35.75,34.07,4.01,2.89
2025-12-24,7.99,3.01,12.24,35.77,34.06,4.05,2.88
2025-12-25,7.98,3.01,12.22,35.73,34.16,4.03,2.87
2025-12-26,7.95,3.01,12.2,35.78,34.14,4.06,2.86
2025-12-27,7.99,3.0,12.3,35.68,34.11,4.07,2.85
2025-12-28,7.99,3.02,12.24,35.74,34.09,4.07,2.85
2025-12-29,7.99,3.03,12.17,35.73,34.24,4.13,2.71
2025-12-30,7.95,3.02,12.09,35.77,34.31,4.13,2.73
2025-12-31,7.85,3.0,12.15,35.75,34.26,4.25,2.74
2026-01-01,7.88,3.0,12.22,35.73,34.16,4.27,2.74
2026-01-02,7.92,2.99,12.18,35.78,34.09,4.27,2.77
2026-01-03,7.83,2.99,12.15,35.83,34.08,4.31,2.81
2026-01-04,7.84,2.99,12.18,35.77,34.12,4.3,2.8
2026-01-05,7.83,2.99,12.07,35.89,34.11,4.32,2.79
2026-01-06,7.88,2.99,12.16,35.82,34.06,4.31,2.78
2026-01-07,7.83,2.99,12.13,35.78,34.17,4.32,2.78
2026-01-08,7.83,2.99,12.11,35.87,34.06,4.33,2.81
2026-01-09,7.9,3.01,12.21,35.74,33.93,4.39,2.82
2026-01-10,7.98,2.97,12.07,35.69,34.04,4.36,2.89
2026-01-11,8.15,2.99,12.1,35.48,34.05,4.32,2.91
2026-01-12,8.34,2.97,12.18,35.24,34.06,4.22,2.99
2026-01-13,8.39,2.92,12.09,34.97,34.36,4.18,3.09
2026-01-14,8.33,2.85,12.23,34.9,34.42,4.15,3.12
2026-01-15,8.31,2.85,12.37,34.79,34.41,4.12,3.15
2026-01-16,8.31,2.85,12.36,34.83,34.4,4.11,3.14
2026-01-17,8.33,2.84,12.39,34.81,34.36,4.09,3.18
2026-01-18,8.34,2.83,12.47,34.81,34.27,4.1,3.18
2026-01-19,8.22,2.82,12.43,34.87,34.06,4.3,3.3
2026-01-20,8.19,2.82,12.31,34.95,34.15,4.28,3.3
2026-01-21,8.03,2.79,12.55,34.8,34.2,4.29,3.34
2026-01-22,7.9,2.73,12.5,35.16,34.21,4.28,3.22
2026-01-23,7.77,2.75,12.68,35.04,34.24,4.25,3.27
2026-01-24,7.67,2.71,12.54,35.2,34.39,4.27,3.22
2026-01-25,7.67,2.71,12.69,35.22,34.26,4.26,3.19
2026-01-26,7.69,2.7,12.68,35.18,34.27,4.27,3.21
2026-01-27,7.53,2.83,12.69,35.33,34.1,4.35,3.17
2026-01-28,7.54,2.92,12.49,35.31,34.28,4.27,3.19
2026-01-29,7.57,2.67,12.84,34.41,34.94,4.31,3.26
2026-01-30,7.22,2.67,13.75,34.14,34.35,4.34,3.53
2026-01-31,7.78,2.2,14.04,33.63,35.03,3.78,3.54
2026-02-01,7.78,2.21,14.04,33.58,35.07,3.82,3.5
2026-02-02,7.15,2.21,13.63,33.52,36.23,3.82,3.44
2026-02-03,6.96,2.2,13.76,33.99,36.39,3.29,3.41
2026-02-04,7.08,2.08,13.55,34.61,36.05,3.33,3.3
2026-02-05,7.06,2.13,13.45,34.73,36.22,3.21,3.2
2026-02-06,7.18,2.49,13.97,34.25,35.65,3.21,3.25
2026-02-07,6.95,2.55,14.27,34.49,35.06,3.46,3.22
2026-02-08,6.91,2.55,14.24,34.64,35.09,3.39,3.18
2026-02-09,6.56,2.68,14.21,34.83,35.25,3.39,3.08
2026-02-10,5.97,1.85,13.95,37.16,34.48,3.34,3.25
2026-02-11,5.58,1.85,13.94,36.59,34.93,3.27,3.84
2026-02-12,5.7,1.86,14.19,36.89,35.27,3.37,2.72
2026-02-13,6.83,1.93,13.47,35.1,36.28,3.09,3.3
2026-02-14,7.06,2.16,14.1,34.61,35.68,3.32,3.07
2026-02-15,7.07,2.15,14.17,34.54,35.64,3.36,3.07
2026-02-16,7.25,1.93,13.18,34.71,35.87,3.81,3.25
2026-02-17,6.57,2.13,12.84,35.44,35.89,3.78,3.35
2026-02-18,7.03,2.35,13.61,35.95,34.07,3.73,3.26
2026-02-19,6.93,2.49,13.01,37.03,33.58,3.7,3.26
2026-02-20,7.11,2.41,12.06,37.08,34.05,3.79,3.5
2026-02-21,6.56,2.16,12.16,36.62,35.35,3.67,3.48
2026-02-22,6.58,2.17,12.12,36.68,35.31,3.68,3.46
2026-02-23,6.74,1.96,12.06,37.14,35.07,3.59,3.44
2026-02-24,6.76,1.77,13.02,35.05,35.99,3.91,3.5
2026-02-25,6.74,1.79,12.62,35.75,35.91,3.72,3.47
2026-02-26,6.43,1.86,12.78,34.97,36.53,3.85,3.58
2026-02-27,6.33,1.93,12.9,34.91,36.51,4.24,3.18
2026-02-28,7.1,2.06,12.4,35.59,35.88,3.85,3.12
2026-03-01,7.22,2.05,12.39,35.53,35.86,3.83,3.12
2026-03-02,6.66,2.52,12.8,35.41,35.85,3.77,2.99
2026-03-03,7.25,2.11,12.56,35.42,35.72,3.62,3.32
2026-03-04,7.26,2.12,12.61,35.33,35.72,3.62,3.34
2026-03-05,7.27,2.11,12.64,35.36,35.68,3.6,3.34
2026-03-06,7.12,2.32,12.62,36.26,35.12,3.36,3.2
2026-03-07,7.45,2.05,12.47,35.12,35.72,3.5,3.69
2026-03-08,7.47,2.01,12.47,35.15,35.76,3.5,3.64
2026-03-09,7.39,2.15,11.49,36.46,35.29,3.76,3.46
2026-03-10,6.99,2.48,11.97,35.52,35.71,4.19,3.14
2026-03-11,7.0,2.81,12.15,34.9,35.46,4.58,3.1
2026-03-12,6.66,2.66,12.2,34.72,35.9,4.8,3.06
2026-03-13,6.7,2.37,12.56,34.54,36.51,4.41,2.91
2026-03-14,6.83,2.02,12.58,34.27,36.87,4.32,3.11
2026-03-15,6.85,1.98,12.52,34.2,37.01,4.32,3.12
2026-03-16,7.19,1.57,13.31,33.8,36.88,4.09,3.16
2026-03-17,6.63,1.68,13.85,34.78,35.68,4.49,2.89
2026-03-18,6.46,1.6,13.95,34.68,35.49,4.72,3.1
2026-03-19,6.39,1.6,14.1,34.4,35.44,4.87,3.2
2026-03-20,6.57,1.72,13.96,34.21,35.87,4.64,3.03
2026-03-21,6.55,1.75,14.07,34.12,35.85,4.63,3.03
2026-03-22,6.58,1.72,13.87,34.25,35.91,4.64,3.03
2026-03-23,6.56,1.7,13.95,34.16,36.19,4.33,3.11
2026-03-24,6.52,1.72,13.91,34.02,36.55,4.22,3.06
2026-03-25,6.55,1.76,13.89,34.07,36.4,4.23,3.1
2026-03-26,6.52,1.75,13.73,34.44,36.34,4.09,3.13
2026-03-27,6.14,1.86,13.89,34.67,36.3,3.96,3.18
2026-03-28,6.03,1.82,13.88,34.73,36.25,3.96,3.33
2026-03-29,6.05,1.82,13.82,34.72,36.3,3.95,3.34
2026-03-30,5.95,1.94,13.59,35.62,35.35,4.41,3.14
2026-03-31,6.02,2.06,13.51,37.38,33.34,4.43,3.26
2026-04-01,6.21,2.06,13.3,37.75,32.82,4.53,3.33
2026-04-02,6.52,1.81,13.04,38.42,32.99,4.04,3.18
2026-04-03,7.1,1.84,12.84,37.88,32.73,4.4,3.21
2026-04-04,6.78,1.92,12.53,36.72,34.03,4.73,3.29
2026-04-05,6.78,1.9,12.43,36.62,34.24,4.74,3.29
2026-04-06,6.61,2.15,11.42,35.94,35.8,4.82,3.26
2026-04-07,6.79,2.25,11.62,35.73,35.28,4.8,3.53
2026-04-08,6.69,2.17,11.36,35.44,36.6,4.21,3.53
2026-04-09,6.24,2.53,11.23,35.57,37.21,3.99,3.23
2026-04-10,6.3,3.82,11.22,35.03,37.11,3.15,3.37
2026-04-11,6.19,3.09,11.29,34.48,38.54,2.84,3.57
2026-04-12,6.21,3.08,11.29,34.52,38.51,2.84,3.55
2026-04-13,6.24,2.72,11.06,35.26,38.36,3.07,3.29
2026-04-14,6.3,1.85,11.08,35.75,38.33,3.21,3.48
2026-04-15,5.91,1.89,11.25,36.16,37.97,3.28,3.54
2026-04-16,5.93,1.84,11.1,36.04,38.39,3.24,3.46
2026-04-17,5.93,1.82,11.09,36.02,38.43,3.24,3.47
2026-04-18,5.84,1.84,11.15,36.24,38.1,3.29,3.54
2026-04-19,5.81,1.83,11.12,36.31,38.08,3.3,3.55
2026-04-20,5.59,1.89,11.02,36.17,38.59,3.1,3.64
2026-04-21,5.82,1.99,11.52,35.64,38.32,3.17,3.54
2026-04-22,5.84,2.09,11.44,35.67,38.11,3.26,3.59
2026-04-23,5.77,1.91,11.51,36.41,37.53,3.73,3.14
2026-04-24,5.92,2.03,11.63,35.71,37.98,3.49,3.24
2026-04-25,6.73,2.22,10.96,34.75,38.36,3.74,3.24
2026-04-26,6.71,2.21,10.95,34.88,38.27,3.74,3.24
2026-04-27,7.32,2.31,10.99,34.48,37.55,3.87,3.48
