date,tracker_id,tracker_name,metric_name,option_index,polarity,weight,value
2020-02-05,6,Self Nation,The country is moving forward and my life too,1,1.0,1.35,47.89
2020-02-05,6,Self Nation,My life is improving but the country is in poor state,2,-0.25,0.9,4.85
2020-02-05,6,Self Nation,My life & the country both are in a poor state,3,-1.0,1.8,24.82
2020-02-05,6,Self Nation,Don't Know/Can't Say,4,0.0,0.0,6.17
2020-02-05,7,Media Usage,TV news channels,0,0.0,0.0,49.01
2020-02-05,7,Media Usage,Radio,1,0.0,0.0,1.82
2020-02-05,7,Media Usage,Newspapers,2,0.0,0.0,12.21
2020-02-05,7,Media Usage,News magazines,3,0.0,0.0,0.35
2020-02-05,7,Media Usage,Internet / social media,4,0.0,0.0,29.75
2020-02-05,7,Media Usage,Political rallies / gatherings,5,0.0,0.0,0.17
2020-02-05,7,Media Usage,Personal interaction with friends/colleagues,6,0.0,0.0,3.32
2020-02-05,7,Media Usage,Don't Know/Can't Say,7,0.0,0.0,0.61
2020-02-06,1,National Issues,Corruption,0,-1.0,1.0,10.1
2020-02-06,1,National Issues,Unemployment,1,-1.0,1.5,30.28
2020-02-06,1,National Issues,Familiy Income Poverty,2,-1.0,1.2,5.79
2020-02-06,1,National Issues,Rising Prices,3,-1.0,1.5,7.93
2020-02-06,1,National Issues,Electricity Road Water,4,-1.0,0.8,3.42
2020-02-06,1,National Issues,Terror Attacks,5,1.0,0.9,2.39
2020-02-06,1,National Issues,Epidemics such as Corona etc.,6,-0.5,0.6,0.0
2020-02-06,1,National Issues,Other Issues,7,0.0,0.0,31.42
2020-02-06,1,National Issues,Don't Know/Can't Say,8,0.0,0.0,8.67
2020-02-06,2,Quality of Life Index,Improved,0,1.0,1.3,36.78
2020-02-06,2,Quality of Life Index,Remained the same,1,0.0,0.2,31.72
2020-02-06,2,Quality of Life Index,Deteriorated,2,-1.0,1.4,30.62
2020-02-06,2,Quality of Life Index,Don't Know/Can't Say,3,0.0,0.0,0.88
2020-02-06,3,Index of Income Expenditure,Income increased but the expenditure went up as well,0,0.2,0.6,18.28
2020-02-06,3,Index of Income Expenditure,Income remained the same while expenditure went up,1,-0.7,1.1,33.54
2020-02-06,3,Index of Income Expenditure,Income went down while the expenditure went up,2,-1.0,1.5,32.8
2020-02-06,3,Index of Income Expenditure,Income increased and the expenditure went down or remained the same,3,1.0,1.2,3.09
2020-02-06,3,Index of Income Expenditure,"Income went down, expenditure remained the same",4,-0.8,1.1,2.67
2020-02-06,3,Index of Income Expenditure,Income & expenditure both are same,5,0.0,0.2,5.91
2020-02-06,3,Index of Income Expenditure,Others/Don't Know/Can't Say,6,0.0,0.0,3.71
2020-02-06,4,Index of Inflation,Current expenses gone up; but still manageable,0,-0.3,0.8,34.53
2020-02-06,4,Index of Inflation,Current expenses have become difficult to manage,1,-1.0,1.6,54.41
2020-02-06,4,Index of Inflation,Current expenses have gone down,2,1.0,1.0,5.18
2020-02-06,4,Index of Inflation,Others/DK/CS,3,0.0,0.0,5.88
2020-02-06,5,Index of Optimism,Will Improve,0,1.0,1.5,43.27
2020-02-06,5,Index of Optimism,Will remain the same,1,0.0,0.2,10.2
2020-02-06,5,Index of Optimism,Will Deteriorate,2,-1.0,1.5,20.76
2020-02-06,5,Index of Optimism,Don't Know/Can't Say,3,0.0,0.0,25.77
2020-02-06,6,Self Nation,The country is moving forward but not my life,0,0.25,0.9,15.71
2020-02-06,6,Self Nation,The country is moving forward and my life too,1,1.0,1.35,48.19
2020-02-06,6,Self Nation,My life is improving but the country is in poor state,2,-0.25,0.9,4.62
2020-02-06,6,Self Nation,My life & the country both are in a poor state,3,-1.0,1.8,25.5
2020-02-06,6,Self Nation,Don't Know/Can't Say,4,0.0,0.0,5.98
2020-02-06,7,Media Usage,TV news channels,0,0.0,0.0,49.21
2020-02-06,7,Media Usage,Radio,1,0.0,0.0,1.61
2020-02-06,7,Media Usage,Newspapers,2,0.0,0.0,12.11
2020-02-06,7,Media Usage,News magazines,3,0.0,0.0,0.67
2020-02-06,7,Media Usage,Internet / social media,4,0.0,0.0,29.5
2020-02-06,7,Media Usage,Political rallies / gatherings,5,0.0,0.0,0.17
2020-02-06,7,Media Usage,Personal interaction with friends/colleagues,6,0.0,0.0,3.15
2020-02-06,7,Media Usage,Don't Know/Can't Say,7,0.0,0.0,0.66
2020-02-07,1,National Issues,Corruption,0,-1.0,1.0,9.75
2020-02-07,1,National Issues,Unemployment,1,-1.0,1.5,29.48
2020-02-07,1,National Issues,Familiy Income Poverty,2,-1.0,1.2,5.49
2020-02-07,1,National Issues,Rising Prices,3,-1.0,1.5,8.76
2020-02-07,1,National Issues,Electricity Road Water,4,-1.0,0.8,3.7
2020-02-07,1,National Issues,Terror Attacks,5,1.0,0.9,2.35
2020-02-07,1,National Issues,Epidemics such as Corona etc.,6,-0.5,0.6,0.0
2020-02-07,1,National Issues,Other Issues,7,0.0,0.0,31.8
2020-02-07,1,National Issues,Don't Know/Can't Say,8,0.0,0.0,8.67
2020-02-07,2,Quality of Life Index,Improved,0,1.0,1.3,37.01
2020-02-07,2,Quality of Life Index,Remained the same,1,0.0,0.2,32.38
2020-02-07,2,Quality of Life Index,Deteriorated,2,-1.0,1.4,29.72
2020-02-07,2,Quality of Life Index,Don't Know/Can't Say,3,0.0,0.0,0.89
2020-02-07,3,Index of Income Expenditure,Income increased but the expenditure went up as well,0,0.2,0.6,18.2
2020-02-07,3,Index of Income Expenditure,Income remained the same while expenditure went up,1,-0.7,1.1,33.43
2020-02-07,3,Index of Income Expenditure,Income went down while the expenditure went up,2,-1.0,1.5,32.51
2020-02-07,3,Index of Income Expenditure,Income increased and the expenditure went down or remained the same,3,1.0,1.2,2.86
2020-02-07,3,Index of Income Expenditure,"Income went down, expenditure remained the same",4,-0.8,1.1,3.0
2020-02-07,3,Index of Income Expenditure,Income & expenditure both are same,5,0.0,0.2,6.19
2020-02-07,3,Index of Income Expenditure,Others/Don't Know/Can't Say,6,0.0,0.0,3.81
2020-02-07,4,Index of Inflation,Current expenses gone up; but still manageable,0,-0.3,0.8,34.7
2020-02-07,4,Index of Inflation,Current expenses have become difficult to manage,1,-1.0,1.6,53.63
2020-02-07,4,Index of Inflation,Current expenses have gone down,2,1.0,1.0,5.61
2020-02-07,4,Index of Inflation,Others/DK/CS,3,0.0,0.0,6.06
2020-02-07,5,Index of Optimism,Will Improve,0,1.0,1.5,43.53
2020-02-07,5,Index of Optimism,Will remain the same,1,0.0,0.2,10.55
2020-02-07,5,Index of Optimism,Will Deteriorate,2,-1.0,1.5,20.0
2020-02-07,5,Index of Optimism,Don't Know/Can't Say,3,0.0,0.0,25.92
2020-02-07,6,Self Nation,The country is moving forward but not my life,0,0.25,0.9,14.76
2020-02-07,6,Self Nation,The country is moving forward and my life too,1,1.0,1.35,48.73
2020-02-07,6,Self Nation,My life is improving but the country is in poor state,2,-0.25,0.9,4.52
2020-02-07,6,Self Nation,My life & the country both are in a poor state,3,-1.0,1.8,25.97
2020-02-07,6,Self Nation,Don't Know/Can't Say,4,0.0,0.0,6.02
2020-02-07,7,Media Usage,TV news channels,0,0.0,0.0,48.06
2020-02-07,7,Media Usage,Radio,1,0.0,0.0,1.64
2020-02-07,7,Media Usage,Newspapers,2,0.0,0.0,12.6
2020-02-07,7,Media Usage,News magazines,3,0.0,0.0,0.73
2020-02-07,7,Media Usage,Internet / social media,4,0.0,0.0,29.82
2020-02-07,7,Media Usage,Political rallies / gatherings,5,0.0,0.0,0.14
2020-02-07,7,Media Usage,Personal interaction with friends/colleagues,6,0.0,0.0,3.15
2020-02-07,7,Media Usage,Don't Know/Can't Say,7,0.0,0.0,0.73
2020-02-08,1,National Issues,Corruption,0,-1.0,1.0,9.73
2020-02-08,1,National Issues,Unemployment,1,-1.0,1.5,29.47
2020-02-08,1,National Issues,Familiy Income Poverty,2,-1.0,1.2,5.52
2020-02-08,1,National Issues,Rising Prices,3,-1.0,1.5,8.74
2020-02-08,1,National Issues,Electricity Road Water,4,-1.0,0.8,3.69
2020-02-08,1,National Issues,Terror Attacks,5,1.0,0.9,2.33
2020-02-08,1,National Issues,Epidemics such as Corona etc.,6,-0.5,0.6,0.0
2020-02-08,1,National Issues,Other Issues,7,0.0,0.0,31.78
2020-02-08,1,National Issues,Don't Know/Can't Say,8,0.0,0.0,8.74
2020-02-08,2,Quality of Life Index,Improved,0,1.0,1.3,37.06
2020-02-08,2,Quality of Life Index,Remained the same,1,0.0,0.2,32.4
2020-02-08,2,Quality of Life Index,Deteriorated,2,-1.0,1.4,29.69
2020-02-08,2,Quality of Life Index,Don't Know/Can't Say,3,0.0,0.0,0.85
2020-02-08,3,Index of Income Expenditure,Income increased but the expenditure went up as well,0,0.2,0.6,18.22
2020-02-08,3,Index of Income Expenditure,Income remained the same while expenditure went up,1,-0.7,1.1,33.51
2020-02-08,3,Index of Income Expenditure,Income went down while the expenditure went up,2,-1.0,1.5,32.46
2020-02-08,3,Index of Income Expenditure,Income increased and the expenditure went down or remained the same,3,1.0,1.2,2.86
2020-02-08,3,Index of Income Expenditure,"Income went down, expenditure remained the same",4,-0.8,1.1,3.0
2020-02-08,3,Index of Income Expenditure,Income & expenditure both are same,5,0.0,0.2,6.12
2020-02-08,3,Index of Income Expenditure,Others/Don't Know/Can't Say,6,0.0,0.0,3.83
2020-02-08,4,Index of Inflation,Current expenses gone up; but still manageable,0,-0.3,0.8,34.65
2020-02-08,4,Index of Inflation,Current expenses have become difficult to manage,1,-1.0,1.6,53.7
2020-02-08,4,Index of Inflation,Current expenses have gone down,2,1.0,1.0,5.61
2020-02-08,4,Index of Inflation,Others/DK/CS,3,0.0,0.0,6.04
2020-02-08,5,Index of Optimism,Will Improve,0,1.0,1.5,43.5
2020-02-08,5,Index of Optimism,Will remain the same,1,0.0,0.2,10.57
2020-02-08,5,Index of Optimism,Will Deteriorate,2,-1.0,1.5,19.98
2020-02-08,5,Index of Optimism,Don't Know/Can't Say,3,0.0,0.0,25.95
2020-02-08,6,Self Nation,The country is moving forward but not my life,0,0.25,0.9,14.76
2020-02-08,6,Self Nation,The country is moving forward and my life too,1,1.0,1.35,48.63
2020-02-08,6,Self Nation,My life is improving but the country is in poor state,2,-0.25,0.9,4.52
2020-02-08,6,Self Nation,My life & the country both are in a poor state,3,-1.0,1.8,26.06
2020-02-08,6,Self Nation,Don't Know/Can't Say,4,0.0,0.0,6.03
2020-02-08,7,Media Usage,TV news channels,0,0.0,0.0,48.14
2020-02-08,7,Media Usage,Radio,1,0.0,0.0,1.69
2020-02-08,7,Media Usage,Newspapers,2,0.0,0.0,12.6
2020-02-08,7,Media Usage,News magazines,3,0.0,0.0,0.73
2020-02-08,7,Media Usage,Internet / social media,4,0.0,0.0,29.75
2020-02-08,7,Media Usage,Political rallies / gatherings,5,0.0,0.0,0.14
2020-02-08,7,Media Usage,Personal interaction with friends/colleagues,6,0.0,0.0,3.15
2020-02-08,7,Media Usage,Don't Know/Can't Say,7,0.0,0.0,0.73
2020-02-09,1,National Issues,Corruption,0,-1.0,1.0,9.73
2020-02-09,1,National Issues,Unemployment,1,-1.0,1.5,29.47
2020-02-09,1,National Issues,Familiy Income Poverty,2,-1.0,1.2,5.52
2020-02-09,1,National Issues,Rising Prices,3,-1.0,1.5,8.74
2020-02-09,1,National Issues,Electricity Road Water,4,-1.0,0.8,3.69
2020-02-09,1,National Issues,Terror Attacks,5,1.0,0.9,2.33
2020-02-09,1,National Issues,Epidemics such as Corona etc.,6,-0.5,0.6,0.0
2020-02-09,1,National Issues,Other Issues,7,0.0,0.0,31.78
2020-02-09,1,National Issues,Don't Know/Can't Say,8,0.0,0.0,8.74
2020-02-09,2,Quality of Life Index,Improved,0,1.0,1.3,37.06
2020-02-09,2,Quality of Life Index,Remained the same,1,0.0,0.2,32.4
2020-02-09,2,Quality of Life Index,Deteriorated,2,-1.0,1.4,29.69
2020-02-09,2,Quality of Life Index,Don't Know/Can't Say,3,0.0,0.0,0.85
2020-02-09,3,Index of Income Expenditure,Income increased but the expenditure went up as well,0,0.2,0.6,18.14
2020-02-09,3,Index of Income Expenditure,Income remained the same while expenditure went up,1,-0.7,1.1,33.64
2020-02-09,3,Index of Income Expenditure,Income went down while the expenditure went up,2,-1.0,1.5,32.44
2020-02-09,3,Index of Income Expenditure,Income increased and the expenditure went down or remained the same,3,1.0,1.2,2.86
2020-02-09,3,Index of Income Expenditure,"Income went down, expenditure remained the same",4,-0.8,1.1,3.01
2020-02-09,3,Index of Income Expenditure,Income & expenditure both are same,5,0.0,0.2,6.1
2020-02-09,3,Index of Income Expenditure,Others/Don't Know/Can't Say,6,0.0,0.0,3.81
2020-02-09,4,Index of Inflation,Current expenses gone up; but still manageable,0,-0.3,0.8,34.89
2020-02-09,4,Index of Inflation,Current expenses have become difficult to manage,1,-1.0,1.6,53.48
2020-02-09,4,Index of Inflation,Current expenses have gone down,2,1.0,1.0,5.54
2020-02-09,4,Index of Inflation,Others/DK/CS,3,0.0,0.0,6.09
2020-02-09,5,Index of Optimism,Will Improve,0,1.0,1.5,43.5
2020-02-09,5,Index of Optimism,Will remain the same,1,0.0,0.2,10.57
2020-02-09,5,Index of Optimism,Will Deteriorate,2,-1.0,1.5,19.98
2020-02-09,5,Index of Optimism,Don't Know/Can't Say,3,0.0,0.0,25.95
2020-02-09,6,Self Nation,The country is moving forward but not my life,0,0.25,0.9,14.76
2020-02-09,6,Self Nation,The country is moving forward and my life too,1,1.0,1.35,48.63
2020-02-09,6,Self Nation,My life is improving but the country is in poor state,2,-0.25,0.9,4.52
2020-02-09,6,Self Nation,My life & the country both are in a poor state,3,-1.0,1.8,26.06
2020-02-09,6,Self Nation,Don't Know/Can't Say,4,0.0,0.0,6.03
2020-02-09,7,Media Usage,TV news channels,0,0.0,0.0,48.14
2020-02-09,7,Media Usage,Radio,1,0.0,0.0,1.69
2020-02-09,7,Media Usage,Newspapers,2,0.0,0.0,12.6
2020-02-09,7,Media Usage,News magazines,3,0.0,0.0,0.73
2020-02-09,7,Media Usage,Internet / social media,4,0.0,0.0,29.75
2020-02-09,7,Media Usage,Political rallies / gatherings,5,0.0,0.0,0.14
2020-02-09,7,Media Usage,Personal interaction with friends/colleagues,6,0.0,0.0,3.15
2020-02-09,7,Media Usage,Don't Know/Can't Say,7,0.0,0.0,0.73
2020-02-10,1,National Issues,Corruption,0,-1.0,1.0,9.55
2020-02-10,1,National Issues,Unemployment,1,-1.0,1.5,29.92
2020-02-10,1,National Issues,Familiy Income Poverty,2,-1.0,1.2,5.72
2020-02-10,1,National Issues,Rising Prices,3,-1.0,1.5,8.46
2020-02-10,1,National Issues,Electricity Road Water,4,-1.0,0.8,3.59
2020-02-10,1,National Issues,Terror Attacks,5,1.0,0.9,2.34
2020-02-10,1,National Issues,Epidemics such as Corona etc.,6,-0.5,0.6,0.0
2020-02-10,1,National Issues,Other Issues,7,0.0,0.0,31.84
2020-02-10,1,National Issues,Don't Know/Can't Say,8,0.0,0.0,8.58
2020-02-10,2,Quality of Life Index,Improved,0,1.0,1.3,37.06
2020-02-10,2,Quality of Life Index,Remained the same,1,0.0,0.2,33.08
2020-02-10,2,Quality of Life Index,Deteriorated,2,-1.0,1.4,28.93
2020-02-10,2,Quality of Life Index,Don't Know/Can't Say,3,0.0,0.0,0.93
2020-02-10,3,Index of Income Expenditure,Income increased but the expenditure went up as well,0,0.2,0.6,17.91
2020-02-10,3,Index of Income Expenditure,Income remained the same while expenditure went up,1,-0.7,1.1,33.85
2020-02-10,3,Index of Income Expenditure,Income went down while the expenditure went up,2,-1.0,1.5,31.98
2020-02-10,3,Index of Income Expenditure,Income increased and the expenditure went down or remained the same,3,1.0,1.2,3.23
2020-02-10,3,Index of Income Expenditure,"Income went down, expenditure remained the same",4,-0.8,1.1,2.97
2020-02-10,3,Index of Income Expenditure,Income & expenditure both are same,5,0.0,0.2,6.14
2020-02-10,3,Index of Income Expenditure,Others/Don't Know/Can't Say,6,0.0,0.0,3.92
2020-02-10,4,Index of Inflation,Current expenses gone up; but still manageable,0,-0.3,0.8,34.53
2020-02-10,4,Index of Inflation,Current expenses have become difficult to manage,1,-1.0,1.6,53.41
2020-02-10,4,Index of Inflation,Current expenses have gone down,2,1.0,1.0,5.86
2020-02-10,4,Index of Inflation,Others/DK/CS,3,0.0,0.0,6.2
2020-02-10,5,Index of Optimism,Will Improve,0,1.0,1.5,43.25
2020-02-10,5,Index of Optimism,Will remain the same,1,0.0,0.2,10.68
2020-02-10,5,Index of Optimism,Will Deteriorate,2,-1.0,1.5,20.19
2020-02-10,5,Index of Optimism,Don't Know/Can't Say,3,0.0,0.0,25.88
2020-02-10,6,Self Nation,The country is moving forward but not my life,0,0.25,0.9,14.68
2020-02-10,6,Self Nation,The country is moving forward and my life too,1,1.0,1.35,48.9
2020-02-10,6,Self Nation,My life is improving but the country is in poor state,2,-0.25,0.9,4.53
2020-02-10,6,Self Nation,My life & the country both are in a poor state,3,-1.0,1.8,25.54
2020-02-10,6,Self Nation,Don't Know/Can't Say,4,0.0,0.0,6.35
2020-02-10,7,Media Usage,TV news channels,0,0.0,0.0,47.09
2020-02-10,7,Media Usage,Radio,1,0.0,0.0,1.56
2020-02-10,7,Media Usage,Newspapers,2,0.0,0.0,12.75
2020-02-10,7,Media Usage,News magazines,3,0.0,0.0,0.72
2020-02-10,7,Media Usage,Internet / social media,4,0.0,0.0,30.87
2020-02-10,7,Media Usage,Political rallies / gatherings,5,0.0,0.0,0.08
2020-02-10,7,Media Usage,Personal interaction with friends/colleagues,6,0.0,0.0,3.17
2020-02-10,7,Media Usage,Don't Know/Can't Say,7,0.0,0.0,0.65
2020-02-11,1,National Issues,Corruption,0,-1.0,1.0,9.18
2020-02-11,1,National Issues,Unemployment,1,-1.0,1.5,31.81
2020-02-11,1,National Issues,Familiy Income Poverty,2,-1.0,1.2,5.91
2020-02-11,1,National Issues,Rising Prices,3,-1.0,1.5,7.97
2020-02-11,1,National Issues,Electricity Road Water,4,-1.0,0.8,3.4
2020-02-11,1,National Issues,Terror Attacks,5,1.0,0.9,2.29
2020-02-11,1,National Issues,Epidemics such as Corona etc.,6,-0.5,0.6,0.0
2020-02-11,1,National Issues,Other Issues,7,0.0,0.0,31.2
2020-02-11,1,National Issues,Don't Know/Can't Say,8,0.0,0.0,8.24
2020-02-11,2,Quality of Life Index,Improved,0,1.0,1.3,37.08
2020-02-11,2,Quality of Life Index,Remained the same,1,0.0,0.2,33.99
2020-02-11,2,Quality of Life Index,Deteriorated,2,-1.0,1.4,28.19
2020-02-11,2,Quality of Life Index,Don't Know/Can't Say,3,0.0,0.0,0.74
2020-02-11,3,Index of Income Expenditure,Income increased but the expenditure went up as well,0,0.2,0.6,18.3
2020-02-11,3,Index of Income Expenditure,Income remained the same while expenditure went up,1,-0.7,1.1,34.01
2020-02-11,3,Index of Income Expenditure,Income went down while the expenditure went up,2,-1.0,1.5,32.34
2020-02-11,3,Index of Income Expenditure,Income increased and the expenditure went down or remained the same,3,1.0,1.2,2.72
2020-02-11,3,Index of Income Expenditure,"Income went down, expenditure remained the same",4,-0.8,1.1,2.44
2020-02-11,3,Index of Income Expenditure,Income & expenditure both are same,5,0.0,0.2,6.43
2020-02-11,3,Index of Income Expenditure,Others/Don't Know/Can't Say,6,0.0,0.0,3.76
2020-02-11,4,Index of Inflation,Current expenses gone up; but still manageable,0,-0.3,0.8,34.25
2020-02-11,4,Index of Inflation,Current expenses have become difficult to manage,1,-1.0,1.6,54.25
2020-02-11,4,Index of Inflation,Current expenses have gone down,2,1.0,1.0,5.74
2020-02-11,4,Index of Inflation,Others/DK/CS,3,0.0,0.0,5.76
2020-02-11,5,Index of Optimism,Will Improve,0,1.0,1.5,42.82
2020-02-11,5,Index of Optimism,Will remain the same,1,0.0,0.2,11.16
2020-02-11,5,Index of Optimism,Will Deteriorate,2,-1.0,1.5,19.81
2020-02-11,5,Index of Optimism,Don't Know/Can't Say,3,0.0,0.0,26.21
2020-02-11,6,Self Nation,The country is moving forward but not my life,0,0.25,0.9,14.81
2020-02-11,6,Self Nation,The country is moving forward and my life too,1,1.0,1.35,49.2
2020-02-11,6,Self Nation,My life is improving but the country is in poor state,2,-0.25,0.9,4.47
2020-02-11,6,Self Nation,My life & the country both are in a poor state,3,-1.0,1.8,24.91
2020-02-11,6,Self Nation,Don't Know/Can't Say,4,0.0,0.0,6.61
2020-02-11,7,Media Usage,TV news channels,0,0.0,0.0,49.35
2020-02-11,7,Media Usage,Radio,1,0.0,0.0,1.59
2020-02-11,7,Media Usage,Newspapers,2,0.0,0.0,12.41
2020-02-11,7,Media Usage,News magazines,3,0.0,0.0,0.26
2020-02-11,7,Media Usage,Internet / social media,4,0.0,0.0,29.85
2020-02-11,7,Media Usage,Political rallies / gatherings,5,0.0,0.0,0.1
2020-02-11,7,Media Usage,Personal interaction with friends/colleagues,6,0.0,0.0,3.33
2020-02-11,7,Media Usage,Don't Know/Can't Say,7,0.0,0.0,0.6
2020-02-12,1,National Issues,Corruption,0,-1.0,1.0,9.66
2020-02-12,1,National Issues,Unemployment,1,-1.0,1.5,32.02
2020-02-12,1,National Issues,Familiy Income Poverty,2,-1.0,1.2,5.89
2020-02-12,1,National Issues,Rising Prices,3,-1.0,1.5,7.0
2020-02-12,1,National Issues,Electricity Road Water,4,-1.0,0.8,3.61
2020-02-12,1,National Issues,Terror Attacks,5,1.0,0.9,2.44
2020-02-12,1,National Issues,Epidemics such as Corona etc.,6,-0.5,0.6,0.0
2020-02-12,1,National Issues,Other Issues,7,0.0,0.0,30.9
2020-02-12,1,National Issues,Don't Know/Can't Say,8,0.0,0.0,8.48
2020-02-12,2,Quality of Life Index,Improved,0,1.0,1.3,36.81
2020-02-12,2,Quality of Life Index,Remained the same,1,0.0,0.2,33.12
2020-02-12,2,Quality of Life Index,Deteriorated,2,-1.0,1.4,29.36
2020-02-12,2,Quality of Life Index,Don't Know/Can't Say,3,0.0,0.0,0.71
2020-02-12,3,Index of Income Expenditure,Income increased but the expenditure went up as well,0,0.2,0.6,17.94
2020-02-12,3,Index of Income Expenditure,Income remained the same while expenditure went up,1,-0.7,1.1,33.2
2020-02-12,3,Index of Income Expenditure,Income went down while the expenditure went up,2,-1.0,1.5,33.49
2020-02-12,3,Index of Income Expenditure,Income increased and the expenditure went down or remained the same,3,1.0,1.2,2.89
2020-02-12,3,Index of Income Expenditure,"Income went down, expenditure remained the same",4,-0.8,1.1,2.63
2020-02-12,3,Index of Income Expenditure,Income & expenditure both are same,5,0.0,0.2,6.17
2020-02-12,3,Index of Income Expenditure,Others/Don't Know/Can't Say,6,0.0,0.0,3.68
2020-02-12,4,Index of Inflation,Current expenses gone up; but still manageable,0,-0.3,0.8,34.36
2020-02-12,4,Index of Inflation,Current expenses have become difficult to manage,1,-1.0,1.6,54.4
2020-02-12,4,Index of Inflation,Current expenses have gone down,2,1.0,1.0,5.4
2020-02-12,4,Index of Inflation,Others/DK/CS,3,0.0,0.0,5.84
2020-02-12,5,Index of Optimism,Will Improve,0,1.0,1.5,42.57
2020-02-12,5,Index of Optimism,Will remain the same,1,0.0,0.2,10.74
2020-02-12,5,Index of Optimism,Will Deteriorate,2,-1.0,1.5,20.29
2020-02-12,5,Index of Optimism,Don't Know/Can't Say,3,0.0,0.0,26.4
2020-02-12,6,Self Nation,The country is moving forward but not my life,0,0.25,0.9,14.79
2020-02-12,6,Self Nation,The country is moving forward and my life too,1,1.0,1.35,49.5
2020-02-12,6,Self Nation,My life is improving but the country is in poor state,2,-0.25,0.9,4.41
2020-02-12,6,Self Nation,My life & the country both are in a poor state,3,-1.0,1.8,24.7
2020-02-12,6,Self Nation,Don't Know/Can't Say,4,0.0,0.0,6.6
2020-02-12,7,Media Usage,TV news channels,0,0.0,0.0,48.31
2020-02-12,7,Media Usage,Radio,1,0.0,0.0,1.81
2020-02-12,7,Media Usage,Newspapers,2,0.0,0.0,13.13
2020-02-12,7,Media Usage,News magazines,3,0.0,0.0,0.35
2020-02-12,7,Media Usage,Internet / social media,4,0.0,0.0,29.63
2020-02-12,7,Media Usage,Political rallies / gatherings,5,0.0,0.0,0.1
2020-02-12,7,Media Usage,Personal interaction with friends/colleagues,6,0.0,0.0,3.55
2020-02-12,7,Media Usage,Don't Know/Can't Say,7,0.0,0.0,0.53
2020-02-13,1,National Issues,Corruption,0,-1.0,1.0,9.29
2020-02-13,1,National Issues,Unemployment,1,-1.0,1.5,32.63
2020-02-13,1,National Issues,Familiy Income Poverty,2,-1.0,1.2,5.94
2020-02-13,1,National Issues,Rising Prices,3,-1.0,1.5,7.12
2020-02-13,1,National Issues,Electricity Road Water,4,-1.0,0.8,3.3
2020-02-13,1,National Issues,Terror Attacks,5,1.0,0.9,2.53
2020-02-13,1,National Issues,Epidemics such as Corona etc.,6,-0.5,0.6,0.0
2020-02-13,1,National Issues,Other Issues,7,0.0,0.0,30.45
2020-02-13,1,National Issues,Don't Know/Can't Say,8,0.0,0.0,8.74
2020-02-13,2,Quality of Life Index,Improved,0,1.0,1.3,36.98
2020-02-13,2,Quality of Life Index,Remained the same,1,0.0,0.2,32.41
2020-02-13,2,Quality of Life Index,Deteriorated,2,-1.0,1.4,29.85
2020-02-13,2,Quality of Life Index,Don't Know/Can't Say,3,0.0,0.0,0.76
2020-02-13,3,Index of Income Expenditure,Income increased but the expenditure went up as well,0,0.2,0.6,17.92
2020-02-13,3,Index of Income Expenditure,Income remained the same while expenditure went up,1,-0.7,1.1,33.13
2020-02-13,3,Index of Income Expenditure,Income went down while the expenditure went up,2,-1.0,1.5,33.39
2020-02-13,3,Index of Income Expenditure,Income increased and the expenditure went down or remained the same,3,1.0,1.2,3.18
2020-02-13,3,Index of Income Expenditure,"Income went down, expenditure remained the same",4,-0.8,1.1,2.66
2020-02-13,3,Index of Income Expenditure,Income & expenditure both are same,5,0.0,0.2,6.21
2020-02-13,3,Index of Income Expenditure,Others/Don't Know/Can't Say,6,0.0,0.0,3.51
2020-02-13,4,Index of Inflation,Current expenses gone up; but still manageable,0,-0.3,0.8,34.5
2020-02-13,4,Index of Inflation,Current expenses have become difficult to manage,1,-1.0,1.6,54.58
2020-02-13,4,Index of Inflation,Current expenses have gone down,2,1.0,1.0,5.5
2020-02-13,4,Index of Inflation,Others/DK/CS,3,0.0,0.0,5.42
2020-02-13,5,Index of Optimism,Will Improve,0,1.0,1.5,42.78
2020-02-13,5,Index of Optimism,Will remain the same,1,0.0,0.2,10.63
2020-02-13,5,Index of Optimism,Will Deteriorate,2,-1.0,1.5,20.44
2020-02-13,5,Index of Optimism,Don't Know/Can't Say,3,0.0,0.0,26.15
2020-02-13,6,Self Nation,The country is moving forward but not my life,0,0.25,0.9,14.3
2020-02-13,6,Self Nation,The country is moving forward and my life too,1,1.0,1.35,49.36
2020-02-13,6,Self Nation,My life is improving but the country is in poor state,2,-0.25,0.9,4.86
2020-02-13,6,Self Nation,My life & the country both are in a poor state,3,-1.0,1.8,25.24
2020-02-13,6,Self Nation,Don't Know/Can't Say,4,0.0,0.0,6.24
2020-02-13,7,Media Usage,TV news channels,0,0.0,0.0,48.31
2020-02-13,7,Media Usage,Radio,1,0.0,0.0,2.05
2020-02-13,7,Media Usage,Newspapers,2,0.0,0.0,12.73
2020-02-13,7,Media Usage,News magazines,3,0.0,0.0,0.35
2020-02-13,7,Media Usage,Internet / social media,4,0.0,0.0,29.54
2020-02-13,7,Media Usage,Political rallies / gatherings,5,0.0,0.0,0.1
2020-02-13,7,Media Usage,Personal interaction with friends/colleagues,6,0.0,0.0,3.72
2020-02-13,7,Media Usage,Don't Know/Can't Say,7,0.0,0.0,0.57
2020-02-14,1,National Issues,Corruption,0,-1.0,1.0,9.54
2020-02-14,1,National Issues,Unemployment,1,-1.0,1.5,31.87
