date,Deteriorated,Don't Know/Can't Say,Improved,Remained the same
2025-08-17,28.89,1.89,29.74,39.48
2025-08-18,29.0,1.89,29.82,39.29
2025-08-19,29.09,1.85,29.78,39.28
2025-08-20,29.18,1.86,29.59,39.37
2025-08-21,29.47,1.84,28.53,40.16
2025-08-22,30.1,1.85,28.99,39.06
2025-08-23,30.04,1.92,29.42,38.62
2025-08-24,30.1,1.94,29.3,38.66
2025-08-25,29.71,1.84,29.57,38.88
2025-08-26,29.13,1.75,29.92,39.2
2025-08-27,28.8,1.74,29.84,39.62
2025-08-28,27.71,1.58,31.18,39.53
2025-08-29,28.69,1.61,30.76,38.94
2025-08-30,28.42,1.6,30.75,39.23
2025-08-31,28.4,1.6,30.71,39.29
2025-09-01,28.53,1.64,30.59,39.24
2025-09-02,27.37,1.62,30.33,40.68
2025-09-03,27.73,1.8,29.04,41.43
2025-09-04,28.77,1.71,28.97,40.55
2025-09-05,28.65,1.68,28.97,40.7
2025-09-06,28.1,1.65,28.76,41.49
2025-09-07,28.08,1.69,28.8,41.43
2025-09-08,27.5,1.64,29.43,41.43
2025-09-09,26.6,1.68,30.03,41.69
2025-09-10,27.49,1.65,30.58,40.28
2025-09-11,27.36,1.78,30.51,40.35
2025-09-12,26.71,1.76,30.94,40.59
2025-09-13,28.92,1.69,30.02,39.37
2025-09-14,28.85,1.74,29.96,39.45
2025-09-15,28.04,1.76,30.68,39.52
2025-09-16,28.94,1.7,29.71,39.65
2025-09-17,28.26,1.71,30.24,39.79
2025-09-18,28.7,1.62,29.56,40.12
2025-09-19,27.85,1.74,29.95,40.46
2025-09-20,27.92,1.81,30.05,40.22
2025-09-21,28.0,1.79,30.13,40.08
2025-09-22,27.49,1.68,30.07,40.76
2025-09-23,27.39,1.63,30.34,40.64
2025-09-24,27.41,1.66,30.07,40.86
2025-09-25,27.25,1.69,29.66,41.4
2025-09-26,26.82,1.69,29.97,41.52
2025-09-27,27.24,1.74,29.53,41.49
2025-09-28,27.25,1.72,29.55,41.48
2025-09-29,27.22,1.75,29.56,41.47
2025-09-30,27.75,1.72,29.16,41.37
2025-10-01,27.7,1.81,29.38,41.11
2025-10-02,27.8,1.74,29.47,40.99
2025-10-03,27.76,2.04,29.15,41.05
2025-10-04,27.78,1.99,29.71,40.52
2025-10-05,27.76,2.04,29.72,40.48
2025-10-06,27.24,1.97,29.85,40.94
2025-10-07,27.0,1.95,29.9,41.15
2025-10-08,27.41,1.95,30.0,40.64
2025-10-09,27.3,2.04,30.25,40.41
2025-10-10,27.08,2.02,30.23,40.67
2025-10-11,28.51,1.99,29.93,39.57
2025-10-12,28.41,2.04,29.93,39.62
2025-10-13,29.31,1.9,30.24,38.55
2025-10-14,31.11,1.7,28.42,38.77
2025-10-15,31.3,1.8,29.05,37.85
2025-10-16,31.56,1.78,28.59,38.07
2025-10-17,30.94,1.72,29.05,38.29
2025-10-18,30.05,1.67,28.52,39.76
2025-10-19,30.06,1.73,28.5,39.71
2025-10-20,30.28,1.73,28.34,39.65
2025-10-21,30.23,1.69,28.44,39.64
2025-10-22,30.23,1.7,28.35,39.72
2025-10-23,30.25,1.71,28.36,39.68
2025-10-24,28.5,1.65,29.34,40.51
2025-10-25,28.09,1.59,29.33,40.99
2025-10-26,27.95,1.57,29.22,41.26
2025-10-27,28.07,1.66,29.7,40.57
2025-10-28,28.17,1.57,29.63,40.63
2025-10-29,28.02,1.5,29.76,40.72
2025-10-30,27.24,1.47,31.25,40.04
2025-10-31,27.83,1.41,30.24,40.52
2025-11-01,28.05,1.38,30.55,40.02
2025-11-02,28.11,1.33,30.55,40.01
2025-11-03,29.27,1.35,30.63,38.75
2025-11-04,29.36,1.67,30.07,38.9
2025-11-05,29.38,1.74,30.06,38.82
2025-11-06,28.83,1.75,30.71,38.71
2025-11-07,29.79,1.79,28.35,40.07
2025-11-08,29.38,1.87,28.28,40.47
2025-11-09,29.49,1.85,28.28,40.38
2025-11-10,29.4,1.81,28.21,40.58
2025-11-11,29.17,1.87,28.35,40.61
2025-11-12,29.22,1.83,28.41,40.54
2025-11-13,28.8,1.9,28.34,40.96
2025-11-14,28.89,1.92,28.01,41.18
2025-11-15,28.34,1.67,28.17,41.82
2025-11-16,28.42,1.64,28.27,41.67
2025-11-17,28.72,1.61,28.78,40.89
2025-11-18,28.56,1.67,29.09,40.68
2025-11-19,29.74,1.67,28.98,39.61
2025-11-20,29.89,1.66,28.18,40.27
2025-11-21,28.7,1.58,28.75,40.97
2025-11-22,29.55,1.57,28.33,40.55
2025-11-23,29.46,1.56,28.42,40.56
2025-11-24,29.35,1.43,29.61,39.61
2025-11-25,28.18,1.41,29.56,40.85
2025-11-26,29.29,1.45,29.27,39.99
2025-11-27,29.54,1.44,28.14,40.88
2025-11-28,28.08,1.47,28.27,42.18
2025-11-29,27.96,1.54,28.49,42.01
2025-11-30,27.97,1.57,28.34,42.12
2025-12-01,28.48,1.49,28.26,41.77
2025-12-02,28.56,1.55,29.04,40.85
2025-12-03,27.27,1.47,30.64,40.62
2025-12-04,26.71,1.71,31.79,39.79
2025-12-05,26.09,1.72,32.0,40.19
2025-12-06,26.39,1.74,31.69,40.18
2025-12-07,26.16,1.78,31.74,40.32
2025-12-08,25.89,1.71,31.84,40.56
2025-12-09,25.98,1.77,31.06,41.19
2025-12-10,25.77,1.71,31.22,41.3
2025-12-11,25.84,1.72,30.92,41.52
2025-12-12,25.98,1.77,31.29,40.96
2025-12-13,25.88,1.72,31.31,41.09
2025-12-14,25.85,1.72,31.32,41.11
2025-12-15,25.88,1.69,31.43,41.0
2025-12-16,25.81,1.77,31.48,40.94
2025-12-17,25.87,1.75,31.55,40.83
2025-12-18,25.88,1.68,31.58,40.86
2025-12-19,25.91,1.71,31.55,40.83
2025-12-20,25.92,1.57,31.66,40.85
2025-12-21,25.98,1.59,31.58,40.85
2025-12-22,25.86,1.6,31.67,40.87
2025-12-23,25.95,1.61,31.6,40.84
2025-12-24,25.88,1.6,31.65,40.87
2025-12-25,25.94,1.61,31.53,40.92
2025-12-26,25.9,1.62,31.57,40.91
2025-12-27,25.9,1.61,31.55,40.94
2025-12-28,25.88,1.6,31.58,40.94
2025-12-29,26.03,1.59,31.48,40.9
2025-12-30,25.92,1.59,31.47,41.02
2025-12-31,26.14,1.54,31.36,40.96
2026-01-01,26.09,1.62,31.35,40.94
2026-01-02,25.98,1.57,31.27,41.18
2026-01-03,26.02,1.56,31.26,41.16
2026-01-04,25.96,1.56,31.27,41.21
2026-01-05,25.98,1.59,31.2,41.23
2026-01-06,26.02,1.56,31.27,41.15
2026-01-07,25.95,1.59,31.29,41.17
2026-01-08,25.9,1.59,31.27,41.24
2026-01-09,26.02,1.6,31.27,41.11
2026-01-10,25.96,1.59,31.24,41.21
2026-01-11,25.9,1.66,31.3,41.14
2026-01-12,25.53,1.66,31.49,41.32
2026-01-13,25.61,1.63,31.68,41.08
2026-01-14,25.54,1.61,31.67,41.18
2026-01-15,25.55,1.69,31.59,41.17
2026-01-16,25.48,1.61,31.71,41.2
2026-01-17,25.51,1.64,31.66,41.19
2026-01-18,25.57,1.64,31.67,41.12
2026-01-19,25.34,1.59,31.74,41.33
2026-01-20,25.47,1.54,31.7,41.29
2026-01-21,25.37,1.6,31.65,41.38
2026-01-22,25.39,1.63,31.34,41.64
2026-01-23,25.36,1.7,31.33,41.61
2026-01-24,25.15,1.74,31.54,41.57
2026-01-25,25.16,1.69,31.62,41.53
2026-01-26,25.09,1.72,31.57,41.62
2026-01-27,25.72,1.66,31.54,41.08
2026-01-28,26.33,1.73,31.3,40.64
2026-01-29,26.26,1.67,30.81,41.26
2026-01-30,26.24,1.78,31.05,40.93
2026-01-31,27.3,1.72,30.4,40.58
2026-02-01,27.22,1.75,30.33,40.7
2026-02-02,26.86,1.66,30.49,40.99
2026-02-03,26.92,1.73,31.01,40.34
2026-02-04,27.19,1.7,30.77,40.34
2026-02-05,27.12,1.53,30.0,41.35
2026-02-06,26.85,1.47,30.63,41.05
2026-02-07,26.19,1.47,30.51,41.83
2026-02-08,26.18,1.49,30.43,41.9
2026-02-09,26.02,1.59,30.02,42.37
2026-02-10,26.27,1.58,30.91,41.24
2026-02-11,27.01,1.51,31.03,40.45
2026-02-12,28.53,0.77,29.39,41.31
2026-02-13,28.81,1.65,28.24,41.3
2026-02-14,26.96,1.57,30.03,41.44
2026-02-15,26.93,1.58,30.1,41.39
2026-02-16,26.01,1.79,28.73,43.47
2026-02-17,25.82,1.77,28.85,43.56
2026-02-18,24.72,1.78,30.08,43.42
2026-02-19,24.78,1.84,30.93,42.45
2026-02-20,25.38,1.81,30.65,42.16
2026-02-21,25.91,1.79,29.67,42.63
2026-02-22,25.91,1.82,29.68,42.59
2026-02-23,27.08,1.82,28.48,42.62
2026-02-24,27.24,1.78,29.47,41.51
2026-02-25,27.16,1.57,29.16,42.11
2026-02-26,27.77,1.54,28.73,41.96
2026-02-27,27.92,1.63,28.32,42.13
2026-02-28,27.27,1.6,28.14,42.99
2026-03-01,27.36,1.57,28.13,42.94
2026-03-02,27.72,1.55,28.45,42.28
2026-03-03,27.34,1.56,28.61,42.49
2026-03-04,27.25,1.53,28.59,42.63
2026-03-05,27.23,1.58,28.68,42.51
2026-03-06,27.55,1.58,28.89,41.98
2026-03-07,27.0,1.62,29.32,42.06
2026-03-08,27.01,1.59,29.36,42.04
2026-03-09,26.78,1.6,29.23,42.39
2026-03-10,26.47,1.65,29.92,41.96
2026-03-11,27.07,1.65,29.39,41.89
2026-03-12,28.14,1.62,28.82,41.42
2026-03-13,28.59,1.58,28.96,40.87
2026-03-14,28.55,1.63,27.96,41.86
2026-03-15,28.63,1.69,27.96,41.72
2026-03-16,28.48,1.6,28.52,41.4
2026-03-17,28.41,1.47,29.07,41.05
2026-03-18,28.0,1.52,29.0,41.48
2026-03-19,28.34,1.48,28.9,41.28
2026-03-20,28.35,1.48,28.7,41.47
2026-03-21,28.31,1.48,28.83,41.38
2026-03-22,28.49,1.51,28.54,41.46
2026-03-23,28.24,1.51,28.5,41.75
2026-03-24,27.49,1.5,28.49,42.52
2026-03-25,27.52,1.5,28.28,42.7
2026-03-26,27.4,1.45,28.08,43.07
2026-03-27,27.22,1.41,27.97,43.4
2026-03-28,27.29,1.56,27.67,43.48
2026-03-29,27.35,1.58,27.51,43.56
2026-03-30,27.38,1.48,28.91,42.23
2026-03-31,26.83,1.44,29.81,41.92
2026-04-01,26.71,1.48,29.28,42.53
2026-04-02,26.37,1.5,30.41,41.72
2026-04-03,26.19,1.56,30.13,42.12
2026-04-04,26.55,1.51,28.83,43.11
2026-04-05,26.54,1.52,28.79,43.15
2026-04-06,26.35,1.68,28.69,43.28
2026-04-07,26.19,1.55,28.75,43.51
2026-04-08,27.5,1.53,28.2,42.77
2026-04-09,25.86,1.49,29.08,43.57
2026-04-10,26.46,1.53,30.12,41.89
2026-04-11,26.92,1.51,29.78,41.79
2026-04-12,26.9,1.47,29.81,41.82
2026-04-13,27.1,1.49,28.56,42.85
2026-04-14,27.79,1.53,28.07,42.61
2026-04-15,27.1,1.52,28.73,42.65
2026-04-16,27.47,1.58,28.38,42.57
2026-04-17,27.47,1.59,28.23,42.71
2026-04-18,27.38,1.58,28.32,42.72
2026-04-19,27.41,1.6,28.32,42.67
2026-04-20,27.26,1.78,28.33,42.63
2026-04-21,28.23,1.73,28.46,41.58
2026-04-22,27.9,1.67,30.09,40.34
2026-04-23,28.84,1.57,30.1,39.49
2026-04-24,29.34,1.81,29.05,39.8
2026-04-25,28.24,2.11,28.52,41.13
2026-04-26,28.26,2.1,28.57,41.07
2026-04-27,27.99,2.18,27.62,42.21
2026-04-28,27.17,2.22,27.94,42.67
2026-04-29,27.07,2.21,28.89,41.83
2026-04-30,28.07,1.99,29.23,40.71
2026-05-01,27.3,3.42,28.75,40.53
2026-05-02,28.47,1.9,28.81,40.82
2026-05-03,28.38,1.95,28.9,40.77
2026-05-04,29.9,1.86,28.67,39.57
2026-05-05,29.52,1.68,28.67,40.13
2026-05-06,27.88,1.56,29.92,40.64
2026-05-07,27.17,1.68,29.86,41.29
2026-05-08,27.06,1.6,30.1,41.24
2026-05-09,26.58,1.66,29.8,41.96
2026-05-10,26.63,1.62,29.79,41.96
2026-05-11,26.28,1.72,30.07,41.93
2026-05-12,25.71,1.67,30.44,42.18
2026-05-13,25.31,1.68,30.31,42.7
2026-05-14,25.08,1.71,30.21,43.0
2026-05-15,24.74,1.66,30.54,43.06
2026-05-16,24.57,1.6,30.53,43.3
2026-05-17,24.83,1.63,30.37,43.17
2026-05-18,24.9,1.59,29.94,43.57
2026-05-19,24.95,1.6,29.41,44.04
2026-05-20,25.55,1.58,28.99,43.88
2026-05-21,26.29,1.6,28.31,43.8
2026-05-22,26.12,1.6,27.94,44.34
2026-05-23,26.0,1.59,27.83,44.58
2026-05-24,26.0,1.58,27.92,44.5
2026-05-25,26.0,1.57,27.91,44.52
2026-05-26,26.43,1.64,27.62,44.31
2026-05-27,26.34,1.64,28.19,43.83
2026-05-28,26.41,1.61,28.26,43.72
2026-05-29,26.3,1.66,28.37,43.67
2026-05-30,25.6,1.62,28.84,43.94
2026-05-31,25.67,1.61,28.72,44.0
2026-06-01,26.42,1.63,29.24,42.71
2026-06-02,26.38,1.59,29.16,42.87
2026-06-03,26.64,1.58,28.6,43.18
2026-06-04,27.58,1.66,28.37,42.39
2026-06-05,28.55,1.58,27.34,42.53
2026-06-06,28.86,1.55,26.58,43.01
2026-06-07,28.92,1.56,26.62,42.9
2026-06-08,30.15,1.6,26.17,42.08
2026-06-09,29.94,1.57,25.46,43.03
2026-06-10,29.85,1.51,25.38,43.26
2026-06-11,29.58,1.55,25.66,43.21
2026-06-12,29.89,1.54,25.96,42.61
2026-06-13,29.62,1.66,25.61,43.11
2026-06-14,29.61,1.62,25.57,43.2
2026-06-15,29.58,1.62,25.83,42.97
2026-06-16,30.73,1.63,25.31,42.33
2026-06-17,30.83,1.57,26.15,41.45
2026-06-18,30.58,1.6,26.44,41.38
2026-06-19,30.55,1.45,26.05,41.95
2026-06-20,30.15,1.35,26.36,42.14
2026-06-21,30.13,1.39,26.39,42.09
2026-06-22,30.54,1.37,26.27,41.82
2026-06-23,30.73,1.43,26.45,41.39
2026-06-24,30.46,1.43,26.51,41.6
2026-06-25,30.7,1.37,26.39,41.54
2026-06-26,30.73,1.43,26.38,41.46
2026-06-27,30.79,1.44,25.86,41.91
2026-06-28,30.74,1.47,26.05,41.74
2026-06-29,31.07,1.47,25.85,41.61
2026-06-30,30.86,1.5,26.16,41.48
2026-07-01,31.2,1.49,25.6,41.71
2026-07-02,31.41,1.56,25.46,41.57
2026-07-03,31.39,1.5,25.49,41.62
2026-07-04,31.45,1.52,25.47,41.56
2026-07-05,31.51,1.48,25.48,41.53
2026-07-06,31.49,1.52,25.44,41.55
2026-07-07,31.63,1.56,25.38,41.43
2026-07-08,31.65,1.5,25.4,41.45
2026-07-09,31.63,1.54,25.25,41.58
2026-07-10,31.62,1.55,25.22,41.61
2026-07-11,31.7,1.53,25.27,41.5
2026-07-12,31.75,1.52,25.24,41.49
2026-07-13,31.52,1.55,25.35,41.58
2026-07-14,31.57,1.58,25.54,41.31
2026-07-15,31.67,1.58,25.51,41.24
2026-07-16,31.63,1.56,25.4,41.41
2026-07-17,31.77,1.55,25.56,41.12
2026-07-18,31.54,1.52,25.78,41.16
2026-07-19,31.35,1.55,25.73,41.37
2026-07-20,31.32,1.58,25.71,41.39
2026-07-21,31.47,1.48,25.88,41.17
2026-07-22,30.91,1.46,26.07,41.56
2026-07-23,31.34,1.42,26.22,41.02
2026-07-24,31.37,1.47,26.29,40.87
2026-07-25,31.53,1.5,26.28,40.69
2026-07-26,31.63,1.43,26.23,40.71
2026-07-27,31.7,1.44,26.36,40.5
2026-07-28,31.59,1.46,26.45,40.5
2026-07-29,31.56,1.43,26.59,40.42
2026-07-30,31.65,1.45,26.6,40.3
2026-07-31,31.49,1.41,26.54,40.56
2026-08-01,31.4,1.45,26.61,40.54
2026-08-02,31.44,1.46,26.62,40.48
2026-08-03,31.6,1.46,26.7,40.24
2026-08-04,31.48,1.41,26.67,40.44
2026-08-05,31.45,1.5,26.65,40.4
2026-08-06,31.62,1.43,26.45,40.5
2026-08-07,31.76,1.45,26.52,40.27
2026-08-08,31.81,1.45,26.7,40.04
2026-08-09,31.74,1.48,26.79,39.99
2026-08-10,31.6,1.47,27.06,39.87
2026-08-11,31.56,1.43,27.15,39.86
2026-08-12,31.35,1.48,27.13,40.04
2026-08-13,30.83,1.43,27.04,40.7
2026-08-14,30.51,1.43,27.15,40.91
2026-08-15,30.53,1.43,27.1,40.94
2026-08-16,30.67,1.46,27.01,40.86
